SA2;Cosine similarity
Pearcedale - Tooradin;0.999743890123271
Plenty - Yarrambat;0.999913246855466
Point Cook;0.999986554717536
Point Nepean;0.999777551502188
Port Melbourne;0.999818516488674
Port Melbourne Industrial;NaN
Prahran - Windsor;0.999895042449552
Preston;0.99972384516229
Research - North Warrandyte;0.999877403787924
Reservoir - East;0.999954593663188
Reservoir - West;0.999951272507348
Richmond (Vic.);0.999941489976248
Riddells Creek;0.999526857474144
Ringwood;0.999907458536726
Ringwood East;0.999944534179987
Ringwood North;0.999523695263588
Rockbank - Mount Cottrell;0.999636592074618
Romsey;0.999940412987288
Rosebud - McCrae;0.999741967799307
Rowville - Central;0.999704898425477
Rowville - North;0.9999293566066
Rowville - South;0.999918690433133
Roxburgh Park - Somerton;0.999985935044299
Sandringham - Black Rock;0.99965805947069
Seabrook;0.999944553459991
Seaford (Vic.);0.999846082387368
Seddon - Kingsville;0.999988671047276
Skye - Sandhurst;0.999821291935995
Somerville;0.999674135333779
South Melbourne;0.999794651307458
South Morang;0.999936205410388
South Yarra - East;0.999792268220088
South Yarra - West;0.999853691859892
Southbank;0.99998980474534
Springvale;0.999950678386617
Springvale South;0.999951876010992
St Albans - North;0.999948710469718
St Albans - South;0.999863189138612
St Kilda;0.999920689644858
St Kilda East;0.999906023002307
Strathmore;0.999734509974705
Sunbury;0.999873258870393
Sunbury - South;0.999832797351694
Sunshine;0.999837348648562
Sunshine North;0.99997803986396
Sunshine West;0.999935262931757
Surrey Hills (East) - Mont Albert;0.999920716834445
Surrey Hills (West) - Canterbury;0.999867572940652
Sydenham;0.999978935212166
Tarneit;0.999960400144636
Taylors Hill;0.999978898334784
Taylors Lakes;0.999955701435416
Templestowe;0.999804349033083
Templestowe Lower;0.999741086361318
Thomastown;0.999919729400159
Thornbury;0.999845035343332
Toorak;0.999357342394656
Truganina;0.999992360933544
Tullamarine;0.999893881821251
Upwey - Tecoma;0.999492148822303
Vermont;0.999804761520076
Vermont South;0.999875857719875
Viewbank - Yallambie;0.999816115560035
Wallan;0.999773741970524
Wandin - Seville;0.999941313942335
Wantirna;0.999626575903881
Wantirna South;0.999678357845754
Warrandyte - Wonga Park;0.999643464739299
Watsonia;0.999727156523553
Wattle Glen - Diamond Creek;0.999724647820938
Werribee;0.999877783691606
Werribee - South;0.999645110838244
West Footscray - Tottenham;0.999931063124755
Wheelers Hill;0.99964735553816
Whittlesea;0.999734312925106
Williamstown;0.99982818035379
Wyndham Vale;0.999920520200835
Yarra - North;0.999859059238394
Yarra Valley;0.999657976956476
Yarraville;0.999882696756733
