"SA2","p-value
mu= 2","Equivalent
alpha=0.05
confidence=90%"
"Heidelberg West","0.627799710812427","0"
"Hillside","0.0109307195345475","1"
"Hoppers Crossing - North","0.417762776359183","0"
"Hoppers Crossing - South","0.719666918118681","0"
"Hughesdale","0.0155025160774656","1"
"Hurstbridge","1.27709596430246e-07","1"
"Ivanhoe","0.0907418220771791","0"
"Ivanhoe East - Eaglemont","0.108550288467418","0"
"Keilor","0.0518966440882244","0"
"Keilor Downs","0.0276682401984873","1"
"Keilor East","0.947600914041818","0"
"Kensington","0.000139389973006073","1"
"Kew","0.901907990734278","0"
"Kew East","0.00021128779884691","1"
"Keysborough","0.608666660372322","0"
"Kilsyth","0.00237195264558541","1"
"Kinglake","5.08602089843363e-08","1"
"Kingsbury","1.1278579540762e-06","1"
"Kings Park (Vic.)","0.113082072635574","0"
"Knoxfield - Scoresby","0.285142006744592","0"
"Koo Wee Rup","4.45042295384362e-06","1"
"Lalor","0.347779735685476","0"
"Langwarrin","0.815149529900009","0"
"Laverton","5.65833552333333e-10","1"
"Lilydale - Coldstream","0.417798039685078","0"
"Lynbrook - Lyndhurst","3.25040596738285e-06","1"
"Lysterfield","1.14259750987914e-06","1"
"Macedon","2.97229722351427e-07","1"
"Malvern East","0.817669196791232","0"
"Malvern - Glen Iris","0.38718066324971","0"
"Maribyrnong","2.68674933147702e-06","1"
"Meadow Heights","0.0203224951369735","1"
"Melbourne","1.16423400584832e-07","1"
"Melbourne Airport","2.94365660734254e-11","1"
"Melton","0.504096791571322","0"
"Melton South","0.589439928573991","0"
"Melton West","0.050137803158527","0"
"Mentone","0.000301682765439873","1"
"Mill Park - North","0.495875771510476","0"
"Mill Park - South","0.0182498918549107","1"
"Mitcham (Vic.)","0.668251994901931","0"
"Monbulk - Silvan","2.80829614086043e-05","1"
"Montmorency - Briar Hill","0.403564653969224","0"
"Montrose","4.56316739181336e-05","1"
"Moonee Ponds","0.264505946446728","0"
"Moorabbin - Heatherton","0.0832470364003864","0"
"Mooroolbark","0.869555954850057","0"
"Mordialloc - Parkdale","0.550198694662669","0"
"Mornington","0.833460227872562","0"
"Mount Dandenong - Olinda","0.409772451332389","0"
"Mount Eliza","0.75476471520367","0"
"Mount Evelyn","0.000589418392801028","1"
"Mount Martha","0.751745741062647","0"
"Mount Waverley - North","0.844850706784407","0"
"Mount Waverley - South","0.826314801951168","0"
"Mulgrave","0.776455810119032","0"
"Murrumbeena","0.000481860801989528","1"
"Narre Warren","0.743277325706865","0"
"Narre Warren North","0.000830238011248225","1"
"Narre Warren South","0.542792244900997","0"
"Newport","0.231958249429067","0"
"Niddrie - Essendon West","0.00034037691670293","1"
"Noble Park","0.0972914833841324","0"
"Noble Park North","9.96616916815628e-07","1"
"Northcote","0.369399061398554","0"
"North Melbourne","0.00285831306479409","1"
"Nunawading","0.00061878138492883","1"
"Oakleigh - Huntingdale","0.299840055074455","0"
"Ormond - Glen Huntly","0.173647102008246","0"
"Pakenham - North","0.0613754732686945","0"
"Pakenham - South","0.604173755615999","0"
"Panton Hill - St Andrews","0.0986166731903396","0"
"Parkville","0.000711929329570088","1"
"Pascoe Vale","0.922554138592125","0"
"Pascoe Vale South","0.365113364437223","0"
"Pearcedale - Tooradin","0.00093084145551139","1"
"Plenty - Yarrambat","7.109611435229e-06","1"
"Point Cook","0.550197192287815","0"
"Point Nepean","0.754767766372069","0"
"Port Melbourne","0.0120562598132092","1"
"Port Melbourne Industrial","1.0195516473442e-11","1"
"Prahran - Windsor","0.0143472985808109","1"
"Preston","0.906321378423316","0"
"Research - North Warrandyte","0.00156563617291369","1"
"Reservoir - East","0.232898428469568","0"
"Reservoir - West","0.960104553705493","0"
"Richmond (Vic.)","0.179933568282924","0"
"Riddells Creek","1.75090671328866e-05","1"
"Ringwood","0.712898767547862","0"
"Ringwood East","0.903605779192745","0"
"Ringwood North","0.154174486072594","0"
"Rockbank - Mount Cottrell","1.14042576282262e-10","1"
"Romsey","0.338353911792635","0"
"Rosebud - McCrae","0.771215275131498","0"
"Rowville - Central","0.791971968673516","0"
"Rowville - North","0.000166876079003677","1"
"Rowville - South","0.274426407983041","0"
"Roxburgh Park - Somerton","0.000660587260058835","1"
"Sandringham - Black Rock","0.720225509560836","0"
"Seabrook","0.000107497793701229","1"
"Seaford (Vic.)","0.171513791004029","0"
"Seddon - Kingsville","1.11020907441422e-05","1"
"Skye - Sandhurst","0.296514936557687","0"
"Somerville","0.866127804688077","0"
"Southbank","2.48106367554709e-06","1"
"South Melbourne","0.000111254185886112","1"
"South Morang","0.673352739830693","0"
"South Yarra - East","0.0142335057048089","1"
"South Yarra - West","5.56444759532627e-07","1"
"Springvale","0.00127278296065322","1"
"Springvale South","0.00781856526441879","1"
"St Albans - North","0.368773394850889","0"
"St Albans - South","0.213198644458839","0"
"St Kilda","0.00337445316140925","1"
"St Kilda East","2.22302748264163e-05","1"
"Strathmore","0.026750199218211","1"
"Sunbury","0.217541117149069","0"
"Sunbury - South","0.602984147545015","0"
"Sunshine","0.219083797327351","0"
"Sunshine North","0.00344874053102015","1"
"Sunshine West","0.558983715982321","0"
"Surrey Hills (East) - Mont Albert","0.217442591245117","0"
"Surrey Hills (West) - Canterbury","0.603277560870668","0"
"Sydenham","1.65655232928515e-09","1"
"Tarneit","0.43697834127761","0"
"Taylors Hill","5.03809418797197e-05","1"
"Taylors Lakes","0.0170870666775329","1"
"Templestowe","0.894214243424734","0"
"Templestowe Lower","0.90591369442116","0"
"Thomastown","0.561449295762904","0"
"Thornbury","0.0140058795722386","1"
"Toorak","0.242456083021764","0"
"Truganina","3.90264291584994e-08","1"
"Tullamarine","6.76854018339597e-10","1"
"Upwey - Tecoma","4.69736402834877e-05","1"
"Vermont","0.182136149905311","0"
"Vermont South","0.193673129811962","0"
"Viewbank - Yallambie","0.784576351832732","0"
"Wallan","0.152110197022007","0"
"Wandin - Seville","0.00143197174678159","1"
"Wantirna","0.598671367561123","0"
"Wantirna South","0.845698527513291","0"
"Warrandyte - Wonga Park","0.181634986362865","0"
"Watsonia","0.0359162256782727","1"
"Wattle Glen - Diamond Creek","0.00170260787054425","1"
"Werribee","0.830486914043939","0"
"Werribee - South","0.6218962652906","0"
"West Footscray - Tottenham","0.0242566019696482","1"
"Wheelers Hill","0.876222643713613","0"
"Whittlesea","6.33017127099964e-05","1"
"Williamstown","0.344817890411418","0"
"Wyndham Vale","0.469156409634482","0"
"Yarra - North","0.000383206907255408","1"
"Yarra Valley","0.771003765022357","0"
"Yarraville","0.348462226869462","0"
