"","V1","V2","V3","V4","V5"
"184",0,15268,0,15268,0
"185",0,6069,0,6069,0
"186",0,26632,0,26632,0
"187",0,7073,0,7073,0
"188",0,21786,0,21786,0
"189",0,12911,0,12911,0
"190",0,10242,0,10242,0
"191",0,19103,0,19103,0
"192",0,11806,0,11806,0
"193",0,12029,0,12029,0
"194",0,20251,0,20251,0
"195",0,4839,0,4839,0
"196",0,3584,0,3584,0
"197",0,19586,0,19586,0
"198",0,9195,0,9195,0
"199",0,7234,0,7234,0
"200",0,8572,0,8572,0
"201",0,31364,0,31364,0
"202",0,13999,0,13999,0
"203",0,13254,0,13254,0
"204",0,0,0,0,0
"205",0,15661,0,15661,0
"206",0,27701,0,27701,0
"207",0,6306,0,6306,0
"208",0,22893,0,22893,0
"209",0,21659,0,21659,0
"210",0,23901,0,23901,0
"211",0,3638,0,3638,0
"212",0,15142,0,15142,0
"213",0,17873,0,17873,0
"214",0,8977,0,8977,0
"215",0,1547,0,1547,0
"216",0,8065,0,8065,0
"217",0,17594,0,17594,0
"218",0,14940,0,14940,0
"219",0,7853,0,7853,0
"220",0,10615,0,10615,0
"221",0,19263,0,19263,0
"222",0,14173,0,14173,0
"223",0,4790,0,4790,0
"224",0,14858,0,14858,0
"225",0,7841,0,7841,0
"226",0,10317,0,10317,0
"227",0,16817,0,16817,0
"228",0,9910,0,9910,0
"229",0,8749,0,8749,0
"230",0,36975,0,36975,0
"231",0,13244,0,13244,0
"232",0,5009,0,5009,0
"233",0,18912,0,18912,0
"234",0,11611,0,11611,0
"235",0,17642,0,17642,0
"236",0,14963,0,14963,0
"237",0,19086,0,19086,0
"238",0,14470,0,14470,0
"239",0,8676,0,8676,0
"240",0,12111,0,12111,0
"241",0,22976,0,22976,0
"242",0,8104,0,8104,0
"243",0,9835,0,9835,0
"244",0,15894,0,15894,0
"245",0,9210,0,9210,0
"246",0,15115,0,15115,0
"247",0,10688,0,10688,0
"248",0,20984,0,20984,0
"249",0,15096,0,15096,0
"250",0,17545,0,17545,0
"251",0,15934,0,15934,0
"252",0,12394,0,12394,0
"253",0,19569,0,19569,0
"254",0,16232,0,16232,0
"255",0,11840,0,11840,0
"256",0,9855,0,9855,0
"257",0,5921,0,5921,0
"258",0,9324,0,9324,0
"259",0,9518,0,9518,0
"260",0,10963,0,10963,0
"261",0,16946,0,16946,0
"262",0,11358,0,11358,0
"263",0,7065,0,7065,0
"264",0,13271,0,13271,0
"265",0,16928,0,16928,0
"266",0,9734,0,9734,0
"267",0,8657,0,8657,0
"268",0,12953,0,12953,0
"269",0,27853,0,27853,0
"270",0,9868,0,9868,0
"271",0,9628,0,9628,0
"272",0,18574,0,18574,0
"273",0,6897,0,6897,0
"274",0,14080,0,14080,0
"275",0,16453,0,16453,0
"276",0,7328,0,7328,0
"277",0,14865,0,14865,0
"278",0,13049,0,13049,0
