"SA2","p-value
mu= 2","Equivalent
alpha=0.05
confidence=90%"
"Pascoe Vale South","0.0741389046737096","0"
"Pearcedale - Tooradin","0.000206443661612621","1"
"Plenty - Yarrambat","3.42708701157152e-06","1"
"Point Cook","0.00596998113767332","1"
"Point Nepean","0.245192349848535","0"
"Port Melbourne","0.0029515422232414","1"
"Port Melbourne Industrial","1.52268867715278e-20","1"
"Prahran - Windsor","1.24560835377676e-05","1"
"Preston","0.602729929932633","0"
"Research - North Warrandyte","0.000108863426420174","1"
"Reservoir - East","0.024515278605181","1"
"Reservoir - West","0.403652150874038","0"
"Richmond (Vic.)","0.00328700191641041","1"
"Riddells Creek","1.72826509001947e-07","1"
"Ringwood","0.0726662761013964","0"
"Ringwood East","0.428918800650675","0"
"Ringwood North","0.0150202428488554","1"
"Rockbank - Mount Cottrell","1.77644133378692e-18","1"
"Romsey","0.044994602011271","1"
"Rosebud - McCrae","0.471401586563502","0"
"Rowville - Central","0.414144874987228","0"
"Rowville - North","9.48187598004157e-07","1"
"Rowville - South","0.0532315693852531","0"
"Roxburgh Park - Somerton","8.22537736703857e-07","1"
"Sandringham - Black Rock","0.302214469417078","0"
"Seabrook","1.34706416977025e-08","1"
"Seaford (Vic.)","0.0180262593836363","1"
"Seddon - Kingsville","2.03714244397776e-10","1"
"Skye - Sandhurst","0.0401343222707244","1"
"Somerville","0.685340907318496","0"
"Southbank","2.30829124986253e-12","1"
"South Melbourne","8.79083569060976e-07","1"
"South Morang","0.293004537778385","0"
"South Yarra - East","1.01158368179601e-05","1"
"South Yarra - West","3.29742054603302e-11","1"
"Springvale","1.38322248881399e-06","1"
"Springvale South","5.78879280435308e-06","1"
"St Albans - North","0.0246242649979354","1"
"St Albans - South","0.0180798729948192","1"
"St Kilda","9.65773785067678e-07","1"
"St Kilda East","4.05442114218157e-10","1"
"Strathmore","0.0029754794322797","1"
"Sunbury","0.0816143215177867","0"
"Sunbury - South","0.42776721295611","0"
"Sunshine","0.000860450708461719","1"
"Sunshine North","1.36627371678056e-07","1"
"Sunshine West","0.158272206635987","0"
"Surrey Hills (East) - Mont Albert","0.00123882004332827","1"
"Surrey Hills (West) - Canterbury","0.154988393771717","0"
"Sydenham","4.05150104912295e-14","1"
"Tarneit","0.0396712165291159","1"
"Taylors Hill","3.83251519157448e-08","1"
"Taylors Lakes","0.00391192025806076","1"
"Templestowe","0.348385355485703","0"
"Templestowe Lower","0.373795757589642","0"
"Thomastown","0.271171377112693","0"
"Thornbury","0.000350736977114021","1"
"Toorak","0.0312010035103845","1"
"Truganina","2.11217177389323e-13","1"
"Tullamarine","5.38172978022744e-14","1"
"Upwey - Tecoma","7.3818953895586e-05","1"
"Vermont","0.0388936217883083","1"
"Vermont South","0.0404696963757388","1"
"Viewbank - Yallambie","0.362731254783603","0"
"Wallan","0.0283168117013054","1"
"Wandin - Seville","5.83744490518233e-06","1"
"Wantirna","0.205185728064497","0"
"Wantirna South","0.615622553660954","0"
"Warrandyte - Wonga Park","0.0626146578028658","0"
"Watsonia","0.00125990704076116","1"
"Wattle Glen - Diamond Creek","0.000233656758044641","1"
"Werribee","0.58579563006661","0"
"Werribee - South","0.248249272324026","0"
"West Footscray - Tottenham","2.04627125178591e-05","1"
"Wheelers Hill","0.478291941580397","0"
"Whittlesea","2.41920227083956e-06","1"
"Williamstown","0.051920964782965","0"
"Wyndham Vale","0.0106222973284024","1"
"Yarra - North","6.11899749802605e-07","1"
"Yarra Valley","0.654608637343734","0"
"Yarraville","0.0315836729357379","1"
