SA2,APD,APD%,Population size
Cranbourne,0,0,6534
Cranbourne East,0,0,2688
Cranbourne North,0,0,4654
Cranbourne South,0,0,2199
Cranbourne West,0,0,2781
Croydon,0,0,11724
Croydon Hills - Warranwood,0,0,5703
Dandenong,0,0,8919
Dandenong North,0,0,7338
Deer Park - Derrimut,0,0,7061
Delahey,0,0,2546
Dingley Village,0,0,3689
Docklands,0,0,2508
Doncaster,0,0,6940
Doncaster East,0,0,9459
Donvale - Park Orchards,0,0,5088
Doveton,0,0,3523
Dromana,0,0,3659
East Melbourne,0,0,2238
Edithvale - Aspendale,0,0,4438
Elsternwick,0,0,4166
Eltham,0,0,7551
Elwood,0,0,6747
Emerald - Cockatoo,0,0,5715
Endeavour Hills,0,0,8034
Epping,0,0,8619
Essendon - Aberfeldie,0,0,9282
Fawkner,0,0,4246
Ferntree Gully,0,0,10263
Fitzroy,0,0,3801
Fitzroy North,0,0,4775
Flemington,0,0,3776
Flemington Racecourse,0,0,24
Flinders,0,0,1838
Footscray,0,0,4879
Forest Hill,0,0,3925
Frankston,0,0,8893
Frankston North,0,0,7470
Frankston South,0,0,6348
Gisborne,0,0,3643
Gladstone Park - Westmeadows,0,0,5962
Glen Iris - East,0,0,5505
Glenroy - Hadfield,0,0,9938
Glen Waverley - East,0,0,7136
Glen Waverley - West,0,0,6240
Greensborough,0,0,7165
Greenvale - Bulla,0,0,3455
Hallam,0,0,3244
Hampton,0,0,6098
Hampton Park - Lynbrook,0,0,7309
Hastings - Somers,0,0,7220
Hawthorn,0,0,8447
Hawthorn East,0,0,5308
Healesville - Yarra Glen,0,0,4748
Heidelberg - Rosanna,0,0,5265
Heidelberg West,0,0,5168
Hillside,0,0,4534
Hoppers Crossing - North,0,0,6013
Hoppers Crossing - South,0,0,6294
Hughesdale,0,0,2598
Hurstbridge,0,0,1159
Ivanhoe,0,0,4222
Ivanhoe East - Eaglemont,0,0,2666
Keilor,0,0,2957
Keilor Downs,0,0,4330
Keilor East,0,0,8668
Kensington,0,0,4205
Kew,0,0,8355
Kew East,0,0,2234
Keysborough,0,0,6176
Kilsyth,0,0,3188
Kinglake,0,0,1184
Kingsbury,0,0,3044
Kings Park (Vic.),0,0,4253
Knoxfield - Scoresby,0,0,4596
Koo Wee Rup,0,0,2313
Lalor,0,0,6662
Langwarrin,0,0,7894
Laverton,0,0,1843
Lilydale - Coldstream,0,0,6344
Lynbrook - Lyndhurst,0,0,3453
Lysterfield,0,0,1891
Macedon,0,0,1138
Malvern East,0,0,7258
Malvern - Glen Iris,0,0,7407
Maribyrnong,0,0,3578
Meadow Heights,0,0,4168
Melbourne,0,0,9163
Melbourne Airport,0,0,14
Melton,0,0,6289
Melton South,0,0,5518
Melton West,0,0,4632
Mentone,0,0,4746
Mill Park - North,0,0,5692
Mill Park - South,0,0,3933
Mitcham (Vic.),0,0,5667
Monbulk - Silvan,0,0,1945
Montmorency - Briar Hill,0,0,5940
Montrose,0,0,2231
Moonee Ponds,0,0,5256
Moorabbin - Heatherton,0,0,2886
Mooroolbark,0,0,7103
Mordialloc - Parkdale,0,0,7274
Mornington,0,0,8962
Mount Dandenong - Olinda,0,0,3498
Mount Eliza,0,0,5807
Mount Evelyn,0,0,3103
Mount Martha,0,0,5835
Mount Waverley - North,0,0,5405
Mount Waverley - South,0,0,6299
Mulgrave,0,0,6228
Murrumbeena,0,0,3477
Narre Warren,0,0,8510
Narre Warren North,0,0,1921
Narre Warren South,0,0,8190
Newport,0,0,6159
Niddrie - Essendon West,0,0,2370
Noble Park,0,0,10195
Noble Park North,0,0,2584
Northcote,0,0,9056
North Melbourne,0,0,6027
Nunawading,0,0,4024
Oakleigh - Huntingdale,0,0,7197
Ormond - Glen Huntly,0,0,5004
Pakenham - North,0,0,4490
Pakenham - South,0,0,7276
Panton Hill - St Andrews,0,0,1646
Parkville,0,0,1552
Pascoe Vale,0,0,7998
Pascoe Vale South,0,0,3383
Pearcedale - Tooradin,0,0,2546
Plenty - Yarrambat,0,0,2679
Point Cook,0,0,10145
Point Nepean,0,0,6278
Port Melbourne,0,0,6516
Port Melbourne Industrial,NaN,NaN,0
Prahran - Windsor,0,0,8072
Preston,0,0,10985
Research - North Warrandyte,0,0,2096
Reservoir - East,0,0,9562
Reservoir - West,0,0,8547
Richmond (Vic.),0,0,11343
Riddells Creek,0,0,1242
Ringwood,0,0,6408
Ringwood East,0,0,7163
Ringwood North,0,0,3118
Rockbank - Mount Cottrell,0,0,585
Romsey,0,0,2936
Rosebud - McCrae,0,0,8266
Rowville - Central,0,0,4899
Rowville - North,0,0,2486
Rowville - South,0,0,3303
Roxburgh Park - Somerton,0,0,5199
Sandringham - Black Rock,0,0,5659
Seabrook,0,0,1617
Seaford (Vic.),0,0,6621
Seddon - Kingsville,0,0,3379
Skye - Sandhurst,0,0,3473
Somerville,0,0,6213
Southbank,0,0,5114
South Melbourne,0,0,4354
South Morang,0,0,12071
South Yarra - East,0,0,7071
South Yarra - West,0,0,2720
Springvale,0,0,6465
Springvale South,0,0,3728
St Albans - North,0,0,6420
St Albans - South,0,0,5104
St Kilda,0,0,10889
St Kilda East,0,0,7335
Strathmore,0,0,3024
Sunbury,0,0,4048
Sunbury - South,0,0,8632
Sunshine,0,0,3022
Sunshine North,0,0,3409
Sunshine West,0,0,5482
Surrey Hills (East) - Mont Albert,0,0,3499
Surrey Hills (West) - Canterbury,0,0,5481
Sydenham,0,0,3543
Tarneit,0,0,6807
Taylors Hill,0,0,4586
Taylors Lakes,0,0,5397
Templestowe,0,0,5386
Templestowe Lower,0,0,4636
Thomastown,0,0,6818
Thornbury,0,0,7084
Toorak,0,0,5482
Truganina,0,0,3230
Tullamarine,0,0,2539
Upwey - Tecoma,0,0,3389
Vermont,0,0,3583
Vermont South,0,0,3831
Viewbank - Yallambie,0,0,6484
Wallan,0,0,3754
Wandin - Seville,0,0,2455
Wantirna,0,0,4792
Wantirna South,0,0,5846
Warrandyte - Wonga Park,0,0,3072
Watsonia,0,0,3371
Wattle Glen - Diamond Creek,0,0,4190
Werribee,0,0,10318
Werribee - South,0,0,3937
West Footscray - Tottenham,0,0,3936
Wheelers Hill,0,0,6552
Whittlesea,0,0,2456
Williamstown,0,0,5556
Wyndham Vale,0,0,5719
Yarra - North,0,0,3178
Yarra Valley,0,0,5791
Yarraville,0,0,5383
