SA2;SAE;Population size
Maribyrnong;0.142734971774104;99.5965759
Meadow Heights;0.151641634373545;99.885467
Melbourne;0.0554496789591332;99.8602097
Melbourne Airport;0.944055952490586;102.1428562
Melton;0.147788653945876;100.0282436
Melton South;0.151567186107516;100.0759295
Melton West;0.152292755424173;100.0070562
Mentone;0.186091644926732;100.1200068
Mill Park - North;0.169119852596551;99.9999998
Mill Park - South;0.170869302364571;99.9267399
Mitcham (Vic.);0.173405547957653;99.9392385
Monbulk - Silvan;0.214620340646026;99.7654275
Montmorency - Briar Hill;0.18991514919939;99.8464394
Montrose;0.219985304807857;99.6880566
Moonee Ponds;0.176010926231339;100.0738987
Moorabbin - Heatherton;0.20866782328645;99.54043
Mooroolbark;0.18751488793662;100.0676627
Mordialloc - Parkdale;0.177063402115042;99.9465849
Mornington;0.202248597899353;100.071365
Mount Dandenong - Olinda;0.223914587969987;99.7100551
Mount Eliza;0.2546060416689;99.8260666
Mount Evelyn;0.191772333570046;100.0319965
Mount Martha;0.22801571877941;100.1638488
Mount Waverley - North;0.220454082173458;99.7988737
Mount Waverley - South;0.18365406150944;100.0349648
Mulgrave;0.206747299822221;99.9773359
Murrumbeena;0.180730435725061;99.6158772
Narre Warren;0.16224586079795;99.9729565
Narre Warren North;0.210093739919311;100.0143208
Narre Warren South;0.148719484262751;99.9440423
Newport;0.165326770028827;99.9257285
Niddrie - Essendon West;0.183373171573466;100.4308279
Noble Park;0.156588504150588;99.9929519
Noble Park North;0.176932803122321;100.2029496
North Melbourne;0.10164694447465;99.8128672
Northcote;0.142363316970485;99.8952873
Nunawading;0.179441288359356;99.7259273
Oakleigh - Huntingdale;0.171455249548402;100.0296516
Ormond - Glen Huntly;0.130584514386708;99.9595861
Pakenham - North;0.166513301988149;100.07907
Pakenham - South;0.145437083799274;99.995315
Panton Hill - St Andrews;0.270673222904736;100.3387126
Parkville;0.427090994668675;100.0322944
Pascoe Vale;0.143851774885456;99.9854787
Pascoe Vale South;0.189755987176061;99.8321272
Pearcedale - Tooradin;0.214143681468512;100.2139328
Plenty - Yarrambat;0.233536721159887;100.0446825
Point Cook;0.112883238263662;100.0185106
Point Nepean;0.193923015769901;99.9007998
Port Melbourne;0.122454953868159;100.0413364
Port Melbourne Industrial;1;128.5714286
Prahran - Windsor;0.103103672435032;100.0228767
Preston;0.138800562862642;100.0300743
Research - North Warrandyte;0.24307904964999;99.6518319
Reservoir - East;0.149237373825132;99.9756987
Reservoir - West;0.154318755190219;100.0348719
Richmond (Vic.);0.105425145239805;99.9846867
Riddells Creek;0.240645201180806;100.0533052
Ringwood;0.179205203131956;100.0937032
Ringwood East;0.18105713435677;100.1315789
Ringwood North;0.236292890055735;100.2361535
Rockbank - Mount Cottrell;0.381696787015966;99.7369408
Romsey;0.192330986219398;100.3595038
Rosebud - McCrae;0.187358411517709;99.969422
Rowville - Central;0.186765506989531;99.8753034
Rowville - North;0.183104962774487;100.1361041
Rowville - South;0.211160275814111;99.8891662
Roxburgh Park - Somerton;0.138667323312312;100.1196947
Sandringham - Black Rock;0.249269205783563;99.8294973
Seabrook;0.211569801854612;99.7987927
Seaford (Vic.);0.177197140532548;99.7505142
Seddon - Kingsville;0.141298694711649;100.2991145
Skye - Sandhurst;0.162455022136066;99.6303316
Somerville;0.182872901512503;100.0000006
South Melbourne;0.127407032246225;100.0203518
South Morang;0.128633829705126;99.9817327
South Yarra - East;0.0908714415417586;99.9931803
South Yarra - West;0.1669329812687;100.1500504
Southbank;0.0881686611141821;100.1856928
Springvale;0.152908270019902;99.9190776
Springvale South;0.18577861015806;100.1559422
St Albans - North;0.157602880127857;99.9099815
St Albans - South;0.183003814467832;100.1480659
St Kilda;0.0957238772478857;99.9866974
St Kilda East;0.0975803910230155;99.9872681
Strathmore;0.228962951934347;100.0774335
Sunbury;0.191413766689535;99.8021684
Sunbury - South;0.169534791353109;100.0247776
Sunshine;0.188440241907099;99.8981668
Sunshine North;0.191221871268305;99.9905976
Sunshine West;0.183748006073591;100.0418013
Surrey Hills (East) - Mont Albert;0.215352522419225;100.1535149
Surrey Hills (West) - Canterbury;0.220399845034945;100.0125703
Sydenham;0.158192541056513;99.8091938
Tarneit;0.11224759144712;99.9180855
Taylors Hill;0.116084655925068;99.9741339
Taylors Lakes;0.17464622815385;100.1337941
Templestowe;0.240681883582488;100.0667395
Templestowe Lower;0.254974894714143;99.9467638
Thomastown;0.173349753673357;99.8573677
Thornbury;0.139712546995109;99.9655844
Toorak;0.189316001383146;100.1398711
Truganina;0.108489159530719;100.0179083
Tullamarine;0.189092306629286;100.7500795
Upwey - Tecoma;0.194748466789045;99.7340965
Vermont;0.208735776118153;99.7172587
Vermont South;0.231295084081258;100.0700707
Viewbank - Yallambie;0.205323851005549;99.7956819
Wallan;0.17490009564134;99.8919369
Wandin - Seville;0.187746165636323;99.9190066
Wantirna;0.212692462395182;99.7239982
Wantirna South;0.204167402668677;100.0858266
Warrandyte - Wonga Park;0.243318552950909;99.7301618
Watsonia;0.206257492054309;99.5326063
Wattle Glen - Diamond Creek;0.186613467343766;99.9851315
Werribee;0.159757680910186;100.0268989
Werribee - South;0.181455002120498;100.143157
West Footscray - Tottenham;0.136826675690714;100.0879851
Wheelers Hill;0.251300035551625;99.9842974
Whittlesea;0.212503210131132;100.1078894
Williamstown;0.202661868811568;99.8847299
Wyndham Vale;0.134546193709042;100.0173349
Yarra - North;0.183738514441804;99.9139407
Yarra Valley;0.192752328656059;100.0938383
Yarraville;0.14582004099903;99.9708986
