"SA2","p-value
mu= 2","Equivalent
alpha=0.05
confidence=90%"
"Chelsea Heights","2.06278521156982e-07","1"
"Cheltenham - Highett (East)","0.0072614279618114","1"
"Cheltenham - Highett (West)","8.35997840871497e-05","1"
"Chirnside Park","4.18941060374712e-05","1"
"Clarinda - Oakleigh South","6.27778090823458e-05","1"
"Clayton","0.0445960969805312","1"
"Clayton South","0.00411363281595781","1"
"Coburg","0.0294676355618832","1"
"Coburg North","5.12495282443217e-07","1"
"Collingwood","5.08953059124697e-12","1"
"Craigieburn - Central","5.58307330014227e-09","1"
"Craigieburn - North","2.46594706439614e-10","1"
"Craigieburn - South","1.52275494295104e-07","1"
"Craigieburn - West","4.61301750308478e-08","1"
"Cranbourne","0.0029391879865176","1"
"Cranbourne East","5.89483692473016e-05","1"
"Cranbourne North","6.25902531192797e-05","1"
"Cranbourne South","1.17758574540343e-06","1"
"Cranbourne West","4.78031633590748e-07","1"
"Croydon - East","0.000710240135222146","1"
"Croydon - West","2.24482889974478e-05","1"
"Croydon Hills - Warranwood","0.000368824277820119","1"
"Croydon South","3.66409158143771e-10","1"
"Dandenong","0.281019896337512","0"
"Dandenong North","0.0188424152890418","1"
"Deer Park - Derrimut","0.00246336457634039","1"
"Delahey","2.78672034481752e-07","1"
"Dingley Village","0.000132564356593585","1"
"Docklands","7.46566648407048e-12","1"
"Doncaster","0.197667793918641","0"
"Doncaster East (North)","0.000597241732067033","1"
"Doncaster East (South)","2.97446093801555e-05","1"
"Donvale - Park Orchards","0.000117238056110271","1"
"Doreen","0.000121209716151416","1"
"Doveton","8.1658497151159e-05","1"
"Dromana","0.000948304608700129","1"
"East Melbourne","1.23366008017661e-10","1"
"Edithvale - Aspendale","0.000463236302052929","1"
"Elsternwick","2.33792363874818e-05","1"
"Eltham","0.00297156073792212","1"
"Elwood","3.67045592219511e-06","1"
"Emerald - Cockatoo","0.00749306202457872","1"
"Endeavour Hills - North","1.83274951728206e-06","1"
"Endeavour Hills - South","1.3682179203464e-05","1"
"Epping - East","3.12552693111548e-06","1"
"Epping - South","5.44196884439671e-09","1"
"Epping - West","1.32369127994144e-10","1"
"Essendon - Aberfeldie","0.0215559717526535","1"
"Fawkner","0.000963390495645075","1"
"Ferntree Gully (North)","8.38697677700121e-05","1"
"Ferntree Gully (South) - Upper Ferntree Gully","0.000407627671092606","1"
"Fitzroy","9.01707588492813e-06","1"
"Fitzroy North","2.82825821783576e-06","1"
"Flemington","2.02761738884753e-06","1"
"Flemington Racecourse","2.32534766596784e-18","1"
"Flinders","0.00011811787936726","1"
"Footscray","0.00231674241522988","1"
"Forest Hill","6.34105069881263e-05","1"
"Frankston","0.224465674812091","0"
"Frankston North","0.120625630901199","0"
"Frankston South","0.0136508919934821","1"
"Gisborne","0.000116473072544407","1"
"Gladstone Park - Westmeadows","0.000157858458771607","1"
"Glen Iris - East","0.00639563787272545","1"
"Glen Waverley - East","0.0010340752797204","1"
"Glen Waverley - West","0.0739340670499528","0"
"Glenroy","0.129784100655475","0"
"Gowanbrae","2.37069048860556e-13","1"
"Greensborough","0.000427450804137736","1"
"Greenvale - Bulla","9.45147061604845e-08","1"
"Hadfield","4.4799482587835e-05","1"
"Hallam","8.86772014397663e-09","1"
"Hampton","0.000681071537582163","1"
"Hampton Park - Lynbrook","0.00297173784048331","1"
"Hastings - Somers","0.00369883613463194","1"
"Hawthorn","0.00285494348372911","1"
"Hawthorn East","0.000211333121727515","1"
"Healesville - Yarra Glen","0.00228437574224715","1"
"Heidelberg - Rosanna","0.000645198138040137","1"
"Heidelberg West","0.000679643888930269","1"
"Hillside","2.56969897702057e-06","1"
"Hoppers Crossing - North","3.21470690093401e-06","1"
"Hoppers Crossing - South","0.000184681522216607","1"
"Hughesdale","1.76319303168702e-07","1"
"Hurstbridge","2.68507698433716e-08","1"
"Ivanhoe","0.000339292036033459","1"
"Ivanhoe East - Eaglemont","2.32702819794301e-05","1"
"Keilor","6.82493947822024e-06","1"
"Keilor Downs","1.39266427623306e-05","1"
"Keilor East","0.014653296511992","1"
"Kensington (Vic.)","1.04873352327509e-09","1"
"Kew","0.0232947372863264","1"
"Kew East","8.46202294793986e-08","1"
"Keysborough","0.0065569420697774","1"
"Kilsyth","7.77327676200494e-08","1"
"Kinglake","2.76922736929765e-11","1"
"Kings Park (Vic.)","0.00129230762338874","1"
"Kingsbury","5.9380982707048e-05","1"
"Knoxfield - Scoresby","0.000286293131222906","1"
"Koo Wee Rup","5.93352900426526e-06","1"
"Lalor","0.0241971382858417","1"
"Langwarrin","0.00223087349220495","1"
"Laverton","2.61935632782656e-06","1"
"Lilydale - Coldstream","0.00161618169199823","1"
"Lynbrook - Lyndhurst","1.92403417246078e-07","1"
"Lysterfield","1.65911172215735e-10","1"
"Macedon","2.52918135066181e-07","1"
"Malvern - Glen Iris","0.0116524630882594","1"
"Malvern East","0.0154175703939216","1"
"Maribyrnong","0.00115688925406419","1"
"Meadow Heights","9.91204513900682e-06","1"
"Melbourne","1.63382796278805e-10","1"
"Melbourne Airport","1.37633166868404e-19","1"
"Melton","0.000479700837337512","1"
"Melton South","0.000585631277566353","1"
"Melton West","0.000110648344505244","1"
"Mentone","0.000547170821859776","1"
"Mernda","2.77463165019719e-06","1"
"Mickleham - Yuroke","3.53627145507148e-13","1"
"Mill Park - North","3.04890278400377e-05","1"
"Mill Park - South","8.61431572732729e-06","1"
"Mitcham (Vic.)","0.000241533026046626","1"
"Monbulk - Silvan","1.30048536578634e-06","1"
"Montmorency - Briar Hill","0.00570564267203903","1"
"Montrose","1.7005985007997e-09","1"
"Moonee Ponds","0.000181379543460436","1"
"Moorabbin - Heatherton","3.0099685784877e-06","1"
"Mooroolbark","0.00527052158889058","1"
"Mordialloc - Parkdale","0.00127959915917177","1"
"Mornington","0.0299917108073596","1"
"Mount Dandenong - Olinda","0.000534550523054471","1"
"Mount Eliza","0.0099655309124536","1"
"Mount Evelyn","3.97129656833006e-07","1"
"Mount Martha","0.00222335259930254","1"
"Mount Waverley - North","0.0010551994693518","1"
"Mount Waverley - South","0.037519355895794","1"
"Mulgrave","0.000722807239908863","1"
"Murrumbeena","1.51317951674794e-06","1"
"Narre Warren - North East","3.42197985893454e-05","1"
"Narre Warren - South West","1.05019613759002e-05","1"
"Narre Warren North","1.21149390911306e-07","1"
"Narre Warren South (East)","5.75110805445754e-07","1"
"Narre Warren South (West)","8.21335807241363e-07","1"
"Newport","0.000430979587635642","1"
"Niddrie - Essendon West","7.85042690746749e-07","1"
"Noble Park - East","0.00707814339211757","1"
"Noble Park - West","0.0493350237588276","1"
"Noble Park North","5.05119075692041e-07","1"
"North Melbourne","3.69292168228496e-07","1"
"Northcote","0.00654233564764547","1"
"Nunawading","4.43500335993557e-05","1"
"Oakleigh - Huntingdale","0.10151656282667","0"
"Ormond - Glen Huntly","0.000359864642073043","1"
"Pakenham - North","0.000347817939418886","1"
"Pakenham - South","0.0179342390146731","1"
"Panton Hill - St Andrews","4.61945263330492e-06","1"
"Parkville","1.66768723781267e-11","1"
"Pascoe Vale","0.0304963826585753","1"
"Pascoe Vale South","0.000115061853832628","1"
"Pearcedale - Tooradin","1.69812399979463e-07","1"
"Plenty - Yarrambat","1.19896100516648e-08","1"
"Point Cook - East","8.01359116542312e-08","1"
"Point Cook - North","1.92382022355096e-06","1"
"Point Cook - South","3.78902390433274e-10","1"
"Point Nepean","0.00943425091295564","1"
"Port Melbourne","0.000705225140515581","1"
"Port Melbourne Industrial","1.65730819042468e-20","1"
"Prahran - Windsor","0.00178207492895127","1"
"Preston - East","0.0465496725680237","1"
"Preston - West","0.000401747943496698","1"
"Research - North Warrandyte","1.17128002081162e-06","1"
"Reservoir - East","0.138486041171199","0"
"Reservoir - West","0.167909156748507","0"
"Richmond (Vic.)","0.00539997630240321","1"
"Riddells Creek","1.38194699140963e-07","1"
"Ringwood","0.0319126340460152","1"
"Ringwood East","0.0039745667045613","1"
"Ringwood North","3.45132940758941e-05","1"
"Rockbank - Mount Cottrell","8.90683215337443e-16","1"
"Romsey","0.00070702375256135","1"
"Rosebud - McCrae","0.0325434388040567","1"
"Rowville - Central","6.46726637630611e-05","1"
"Rowville - North","1.18707218059179e-08","1"
"Rowville - South","5.43169701949442e-08","1"
"Roxburgh Park - Somerton","4.28992573656337e-06","1"
"Sandringham - Black Rock","0.00256461340162593","1"
"Seabrook","5.73581662264223e-12","1"
"Seaford (Vic.)","0.00361541759737333","1"
"Seddon - Kingsville","2.53240466880058e-07","1"
"Skye - Sandhurst","3.15446708802487e-05","1"
"Somerville","0.0027595221086237","1"
"South Melbourne","7.7831050348851e-07","1"
"South Morang (North)","7.65906499603347e-08","1"
"South Morang (South)","5.0989719202634e-05","1"
"South Yarra - East","3.37669664256635e-05","1"
"South Yarra - West","2.07241480793931e-13","1"
"Southbank","6.15869633033257e-08","1"
"Springvale","0.296119549273335","0"
"Springvale South","0.00157456549416196","1"
"St Albans - North","0.0707989541395137","0"
"St Albans - South","0.0216106167766307","1"
"St Kilda","2.9060277620279e-05","1"
"St Kilda East","6.01772306781948e-10","1"
"Strathmore","5.79558394125753e-05","1"
"Sunbury","5.85600474761171e-06","1"
"Sunbury - South","0.0123274576876308","1"
"Sunshine","1.13822666842251e-06","1"
"Sunshine North","0.000380497731053741","1"
"Sunshine West","0.028102670096101","1"
"Surrey Hills (East) - Mont Albert","1.94997132050878e-06","1"
"Surrey Hills (West) - Canterbury","0.00188736208721702","1"
"Sydenham","0.000307223578632822","1"
"Tarneit","0.00067020346083684","1"
"Taylors Hill","1.67996870109501e-07","1"
"Taylors Lakes","2.23359719995044e-06","1"
"Templestowe","0.000551254797670831","1"
"Templestowe Lower","0.0024702054557453","1"
"The Basin","2.22616252001733e-10","1"
"Thomastown","0.00873356585663705","1"
"Thornbury","0.00282003220231795","1"
"Toorak","0.0103553675009278","1"
"Truganina","0.000788972011284327","1"
"Tullamarine","1.03868633323784e-11","1"
"Upwey - Tecoma","2.68880491807127e-07","1"
"Vermont","2.39136909785972e-06","1"
"Vermont South","0.000114238369778951","1"
"Viewbank - Yallambie","0.00204121102190959","1"
"Wallan","1.94658041129078e-05","1"
"Wandin - Seville","2.40886993451174e-05","1"
"Wantirna","0.000208690909719801","1"
"Wantirna South","0.000327210511841832","1"
"Warrandyte - Wonga Park","3.95101663243391e-05","1"
"Watsonia","1.32433817428578e-06","1"
"Wattle Glen - Diamond Creek","2.32153144599883e-07","1"
"Werribee - East","0.00585247870014031","1"
"Werribee - South","4.68572038569073e-06","1"
"Werribee - West","3.53417259756042e-06","1"
"West Footscray - Tottenham","8.41057309753107e-05","1"
"Wheelers Hill","0.0062598549856568","1"
"Whittlesea","5.84233085417428e-08","1"
"Williamstown","0.00391588820965124","1"
"Wollert","4.01873998741072e-10","1"
"Wyndham Vale","0.0004196376564294","1"
"Yarra - North","1.7462499541786e-06","1"
"Yarra Valley","0.00436488994441643","1"
"Yarraville","4.75140257981946e-05","1"
