"","V1","V2","V3","V4","V5"
"113",0,32615,0,32615,0
"114",0,26149,0,26149,0
"115",0,148,0,148,0
"116",0,12377,0,12377,0
"117",0,41703,0,41703,0
"118",0,26043,0,26043,0
"119",0,59519,0,59519,0
"120",0,48351,0,48351,0
"121",0,43306,0,43306,0
"122",0,28476,0,28476,0
"123",0,40716,0,40716,0
"124",0,37995,0,37995,0
"125",0,48155,0,48155,0
"126",0,43513,0,43513,0
"127",0,52107,0,52107,0
"128",0,6731,0,6731,0
"129",0,48783,0,48783,0
"130",0,33057,0,33057,0
"131",0,13936,0,13936,0
"132",0,22908,0,22908,0
"133",0,42434,0,42434,0
"134",0,52674,0,52674,0
"135",0,52294,0,52294,0
"136",0,60872,0,60872,0
"137",0,39203,0,39203,0
"138",0,32730,0,32730,0
"139",0,36354,0,36354,0
"140",0,34041,0,34041,0
"141",0,42077,0,42077,0
"142",0,41657,0,41657,0
"143",0,43508,0,43508,0
"144",0,18247,0,18247,0
"145",0,7672,0,7672,0
"146",0,28517,0,28517,0
"147",0,17961,0,17961,0
"148",0,20086,0,20086,0
"149",0,29586,0,29586,0
"150",0,61491,0,61491,0
"151",0,28641,0,28641,0
"152",0,58012,0,58012,0
"153",0,14838,0,14838,0
"154",0,55114,0,55114,0
"155",0,22151,0,22151,0
"156",0,8705,0,8705,0
"157",0,29994,0,29994,0
"158",0,22450,0,22450,0
"159",0,34716,0,34716,0
"160",0,16949,0,16949,0
"161",0,51376,0,51376,0
"162",0,55779,0,55779,0
"163",0,19312,0,19312,0
"164",0,44371,0,44371,0
"165",0,29087,0,29087,0
"166",0,13575,0,13575,0
"167",0,7707,0,7707,0
"168",0,50753,0,50753,0
"169",0,51179,0,51179,0
"170",0,29146,0,29146,0
"171",0,29835,0,29835,0
"172",0,102488,0,102488,0
"173",0,111,0,111,0
"174",0,43497,0,43497,0
"175",0,52561,0,52561,0
"176",0,38205,0,38205,0
"177",0,34192,0,34192,0
"178",0,35958,0,35958,0
"179",0,7064,0,7064,0
"180",0,39660,0,39660,0
"181",0,26502,0,26502,0
"182",0,40192,0,40192,0
"183",0,12871,0,12871,0
"184",0,39405,0,39405,0
"185",0,14879,0,14879,0
"186",0,35979,0,35979,0
"187",0,20710,0,20710,0
"188",0,50540,0,50540,0
"189",0,49364,0,49364,0
"190",0,61338,0,61338,0
"191",0,22841,0,22841,0
"192",0,40111,0,40111,0
"193",0,21708,0,21708,0
"194",0,42801,0,42801,0
"195",0,36147,0,36147,0
"196",0,42825,0,42825,0
"197",0,43687,0,43687,0
"198",0,23587,0,23587,0
"199",0,29140,0,29140,0
"200",0,31522,0,31522,0
"201",0,15089,0,15089,0
"202",0,25977,0,25977,0
"203",0,32799,0,32799,0
"204",0,42882,0,42882,0
"205",0,17067,0,17067,0
"206",0,29986,0,29986,0
"207",0,41594,0,41594,0
"208",0,17334,0,17334,0
"209",0,51713,0,51713,0
"210",0,61562,0,61562,0
"211",0,28460,0,28460,0
"212",0,50042,0,50042,0
"213",0,34173,0,34173,0
"214",0,42567,0,42567,0
"215",0,64098,0,64098,0
"216",0,11027,0,11027,0
"217",0,12923,0,12923,0
"218",0,57878,0,57878,0
"219",0,22661,0,22661,0
"220",0,17108,0,17108,0
"221",0,20015,0,20015,0
"222",0,25684,0,25684,0
"223",0,48668,0,48668,0
"224",0,29925,0,29925,0
"225",0,43251,0,43251,0
"226",0,44778,0,44778,0
"227",0,30,0,30,0
"228",0,56084,0,56084,0
"229",0,48867,0,48867,0
"230",0,29836,0,29836,0
"231",0,14402,0,14402,0
"232",0,67630,0,67630,0
"233",0,58249,0,58249,0
"234",0,83425,0,83425,0
"235",0,9047,0,9047,0
"236",0,43208,0,43208,0
"237",0,49004,0,49004,0
"238",0,21458,0,21458,0
"239",0,3954,0,3954,0
"240",0,21200,0,21200,0
"241",0,55948,0,55948,0
"242",0,34592,0,34592,0
"243",0,17467,0,17467,0
"244",0,22991,0,22991,0
"245",0,40510,0,40510,0
"246",0,40105,0,40105,0
"247",0,10998,0,10998,0
"248",0,43579,0,43579,0
"249",0,23456,0,23456,0
"250",0,28803,0,28803,0
"251",0,42102,0,42102,0
"252",0,32493,0,32493,0
"253",0,25040,0,25040,0
"254",0,26373,0,26373,0
"255",0,62147,0,62147,0
"256",0,16855,0,16855,0
"257",0,51556,0,51556,0
"258",0,46180,0,46180,0
"259",0,26214,0,26214,0
"260",0,45164,0,45164,0
"261",0,36512,0,36512,0
"262",0,74811,0,74811,0
"263",0,46331,0,46331,0
"264",0,21440,0,21440,0
"265",0,28326,0,28326,0
"266",0,63513,0,63513,0
"267",0,21582,0,21582,0
"268",0,25198,0,25198,0
"269",0,41401,0,41401,0
"270",0,23587,0,23587,0
"271",0,37299,0,37299,0
"272",0,25302,0,25302,0
"273",0,69214,0,69214,0
"274",0,38265,0,38265,0
"275",0,37417,0,37417,0
"276",0,37016,0,37016,0
"277",0,31796,0,31796,0
"278",0,9829,0,9829,0
"279",0,47136,0,47136,0
"280",0,48049,0,48049,0
"281",0,35349,0,35349,0
"282",0,45170,0,45170,0
"283",0,16798,0,16798,0
"284",0,22735,0,22735,0
"285",0,24635,0,24635,0
"286",0,26575,0,26575,0
"287",0,43687,0,43687,0
"288",0,34763,0,34763,0
"289",0,16791,0,16791,0
"290",0,32353,0,32353,0
"291",0,41070,0,41070,0
"292",0,21245,0,21245,0
"293",0,22433,0,22433,0
"294",0,30054,0,30054,0
"295",0,45273,0,45273,0
"296",0,27131,0,27131,0
"297",0,27869,0,27869,0
"298",0,28288,0,28288,0
"299",0,45211,0,45211,0
"300",0,18399,0,18399,0
"301",0,37272,0,37272,0
"302",0,18884,0,18884,0
"303",0,49767,0,49767,0
"304",0,22155,0,22155,0
"305",0,38994,0,38994,0
"306",0,36403,0,36403,0
