SA2,APD,APD%,Population size
Heidelberg West,0.529887310142087,52.9887310142087,12246
Hillside,0.669153833941896,66.9153833941895,18897
Hoppers Crossing - North,0.70255827174531,70.255827174531,17590
Hoppers Crossing - South,0.616336356511029,61.6336356511029,17862
Hughesdale,0.529013678905688,52.9013678905687,6945
Hurstbridge,0.75289333750391,75.289333750391,3197
Ivanhoe,0.645112209965766,64.5112209965766,10516
Ivanhoe East - Eaglemont,0.797582232218161,79.7582232218161,7114
Keilor,0.753789326200484,75.3789326200484,7851
Keilor Downs,0.699077885723695,69.9077885723695,12146
Keilor East,0.707684559533303,70.7684559533303,23827
Kensington (Vic.),0.652169484620086,65.2169484620085,9818
Kew,0.589365791159513,58.9365791159513,21854
Kew East,0.708249158249158,70.8249158249158,5940
Keysborough,0.67288402553262,67.288402553262,24126
Kilsyth,0.570390442172681,57.0390442172681,8119
Kinglake,0.84196507842557,84.196507842557,3379
Kingsbury,0.379634693207919,37.9634693207919,9143
Kings Park (Vic.),0.646322880744246,64.6322880744246,12469
Knoxfield - Scoresby,0.708396178984414,70.8396178984414,13923
Koo Wee Rup,0.701221374045802,70.1221374045802,6550
Lalor,0.590917846479823,59.0917846479823,20766
Langwarrin,0.673359249942831,67.3359249942831,21865
Laverton,0.668431669188099,66.8431669188099,7932
Lilydale - Coldstream,0.671414336791513,67.1414336791513,17061
Lynbrook - Lyndhurst,0.614732912119472,61.4732912119472,13928
Lysterfield,0.897070855833742,89.7070855833743,6111
Macedon,0.895238095238095,89.5238095238095,3045
Malvern East,0.532654619496055,53.2654619496055,19645
Malvern - Glen Iris,0.519966905681191,51.9966905681191,18130
Maribyrnong,0.572696495562266,57.2696495562266,10929
Meadow Heights,0.618449257151305,61.8449257151305,13529
Melbourne,1.11509692700866,111.509692700866,32086
Melbourne Airport,0.428571428571429,42.8571428571429,63
Melton,0.588901405110571,58.8901405110571,16867
Melton South,0.570981359389081,57.0981359389081,21083
Melton West,0.6058934169279,60.58934169279,15950
Mentone,0.628300609343263,62.8300609343263,11816
Mernda,0.595892220314357,59.5892220314357,15142
Mickleham - Yuroke,0.597704813516098,59.7704813516098,3137
Mill Park - North,0.746652123856269,74.6652123856269,16503
Mill Park - South,0.66752035123022,66.752035123022,10933
Mitcham (Vic.),0.60701871657754,60.701871657754,14960
Monbulk - Silvan,0.815861798193954,81.5861798193954,5094
Montmorency - Briar Hill,0.693813944034149,69.3813944034149,14759
Montrose,0.707805203468979,70.7805203468979,5996
Moonee Ponds,0.528217745655851,52.8217745655851,13006
Moorabbin - Heatherton,0.660430189639812,66.0430189639812,7857
Mooroolbark,0.62711948193188,62.711948193188,20229
Mordialloc - Parkdale,0.704231552302867,70.4231552302867,18173
Mornington,0.661589966050547,66.1589966050547,21208
Mount Dandenong - Olinda,0.860216290842154,86.0216290842154,8692
Mount Eliza,0.841888485891683,84.1888485891683,16267
Mount Evelyn,0.699129057798892,69.9129057798892,8841
Mount Martha,0.796595998805614,79.6595998805614,16745
Mount Waverley - North,0.675869840822651,67.5869840822651,14198
Mount Waverley - South,0.662620921708827,66.2620921708827,16643
Mulgrave,0.657131460482079,65.7131460482079,17549
Murrumbeena,0.516908773968623,51.6908773968623,8605
Narre Warren North,0.824618891579997,82.4618891579997,7019
Narre Warren - North East,0.698071098358042,69.8071098358042,12546
Narre Warren South (East),0.768520767549186,76.8520767549186,12351
Narre Warren - South West,0.598759616894332,59.8759616894332,12738
Narre Warren South (West),0.662119756644252,66.2119756644252,15615
Newport,0.634954799827809,63.4954799827809,16261
Niddrie - Essendon West,0.659111933395005,65.9111933395005,6486
Noble Park - East,0.599264705882353,59.9264705882353,10880
Noble Park North,0.655579868708972,65.5579868708972,6855
Noble Park - West,0.536024096385542,53.6024096385542,16600
Northcote,0.515268200949225,51.5268200949225,22334
North Melbourne,0.526254375729288,52.6254375729288,17140
Nunawading,0.567340067340067,56.7340067340067,10692
Oakleigh - Huntingdale,0.506396921156647,50.6396921156647,19228
Ormond - Glen Huntly,0.519694010416667,51.9694010416667,12288
Pakenham - North,0.49046629046629,49.0466290466291,16835
Pakenham - South,0.55710338475708,55.710338475708,26058
Panton Hill - St Andrews,0.868801423171003,86.8801423171003,4497
Parkville,0.534041080083083,53.4041080083083,4333
Pascoe Vale,0.537776936186328,53.7776936186328,21124
Pascoe Vale South,0.678843394768789,67.8843394768789,9061
Pearcedale - Tooradin,0.757396449704142,75.7396449704142,6929
Plenty - Yarrambat,0.812622365541863,81.2622365541863,8683
Point Cook - East,0.679879132598649,67.9879132598649,11252
Point Cook - North,0.626814450679405,62.6814450679405,21563
Point Cook - South,0.640989556329161,64.0989556329161,13501
Point Nepean,0.729974428087636,72.9974428087636,14469
Port Melbourne,0.614341627061784,61.4341627061784,14308
Port Melbourne Industrial,0.625,62.5,8
Prahran - Windsor,0.673034966684356,67.3034966684356,16959
Preston - East,0.53717684740334,53.717684740334,17484
Preston - West,0.545121842363653,54.5121842363653,11203
Research - North Warrandyte,0.867205542725173,86.7205542725173,6062
Reservoir - East,0.496713021491783,49.6713021491783,23730
Reservoir - West,0.519109016128287,51.9109016128287,21639
Richmond (Vic.),0.701835706139867,70.1835706139867,27183
Riddells Creek,0.847997820757287,84.7997820757287,3671
Ringwood,0.528323773925372,52.8323773925372,15517
Ringwood East,0.639683999783561,63.9683999783561,18481
Ringwood North,0.776037498570939,77.6037498570939,8747
Rockbank - Mount Cottrell,0.651102464332036,65.1102464332036,1542
Romsey,0.814172089660159,81.4172089660159,8298
Rosebud - McCrae,0.61204659636725,61.204659636725,18113
Rowville - Central,0.723200559049616,72.3200559049616,14310
Rowville - North,0.772470061850243,77.2470061850243,7599
Rowville - South,0.82698300995275,82.6983009952749,9947
Roxburgh Park - Somerton,0.651453918186299,65.1453918186299,20290
Sandringham - Black Rock,0.796068134383626,79.6068134383626,14853
Seabrook,0.687473460721868,68.7473460721868,4710
Seaford (Vic.),0.595824520706829,59.5824520706829,14657
Seddon - Kingsville,0.616229624379872,61.6229624379872,8466
Skye - Sandhurst,0.717638339920949,71.7638339920949,12144
Somerville,0.70495857549153,70.495857549153,16174
Southbank,0.775438154078931,77.5438154078931,15862
South Melbourne,0.598108511697362,59.8108511697362,10045
South Morang (North),0.646913797657832,64.6913797657832,11357
South Morang (South),0.668126254333151,66.8126254333151,10962
South Yarra - East,0.616561705888852,61.6561705888852,18102
South Yarra - West,0.504340803553402,50.4340803553402,4953
Springvale,0.486247646935787,48.6247646935787,19124
Springvale South,0.624227118348864,62.4227118348864,11483
St Albans - North,0.510979395992097,51.0979395992097,17715
St Albans - South,0.549303251493032,54.9303251493033,15070
St Kilda,0.703754427390791,70.3754427390791,21175
St Kilda East,0.665958613128683,66.5958613128683,14594
Strathmore,0.752950613039991,75.2950613039991,8727
Sunbury,0.738263112639725,73.8263112639725,11630
Sunbury - South,0.615124246677124,61.5124246677124,24226
Sunshine,0.548557059034846,54.8557059034846,8351
Sunshine North,0.558843308675185,55.8843308675185,10409
Sunshine West,0.559366440395379,55.9366440395379,16794
Surrey Hills (East) - Mont Albert,0.68021978021978,68.021978021978,9100
Surrey Hills (West) - Canterbury,0.75429809124137,75.429809124137,14774
Sydenham,0.668838526912181,66.8838526912181,10590
Tarneit,0.589907030254034,58.9907030254034,32161
Taylors Hill,0.649361374146664,64.9361374146664,18164
Taylors Lakes,0.841471654075303,84.1471654075303,16281
Templestowe,0.791478330231321,79.1478330231321,15044
Templestowe Lower,0.752392538523925,75.2392538523925,12330
The Basin,0.762345679012346,76.2345679012346,3888
Thomastown,0.59940193303786,59.940193303786,18727
Thornbury,0.506257449344458,50.6257449344458,16780
Toorak,0.516331442324222,51.6331442324222,11634
Truganina,0.662546233210045,66.2546233210045,20548
Tullamarine,0.519890260631001,51.9890260631001,5832
Upwey - Tecoma,0.792122785238686,79.2122785238686,8861
Vermont,0.709057452463709,70.9057452463709,9782
Vermont South,0.799236427972809,79.9236427972809,10739
Viewbank - Yallambie,0.689665454111754,68.9665454111754,16769
Wallan,0.670481969247742,67.0481969247742,14503
Wandin - Seville,0.723819153546151,72.3819153546151,6923
Wantirna,0.723953835283034,72.3953835283034,12737
Wantirna South,0.722530996152202,72.2530996152202,16373
Warrandyte - Wonga Park,0.897775829955078,89.7775829955078,9127
Watsonia,0.628830740216879,62.8830740216879,8484
Wattle Glen - Diamond Creek,0.790082644628099,79.0082644628099,12705
Werribee - East,0.579962663347853,57.9962663347853,17677
Werribee - South,0.62407221664995,62.407221664995,9970
Werribee - West,0.664708042600073,66.4708042600073,10892
West Footscray - Tottenham,0.618390582786569,61.8390582786569,10364
Wheelers Hill,0.787150807207009,78.7150807207009,18149
Whittlesea,0.728752759381898,72.8752759381898,7248
Williamstown,0.782228229937393,78.2228229937393,14056
Wollert,0.637854662995331,63.7854662995331,8353
Wyndham Vale,0.586235994561905,58.6235994561905,21331
Yarra - North,0.57452746416339,57.452746416339,7883
Yarra Valley,0.707511540075535,70.7511540075535,14298
Yarraville,0.598096362428983,59.8096362428983,13553
