98,Edithvale - Aspendale,4.30426810748442e-21,1
99,Elsternwick,4.39834217920987e-21,1
100,Eltham,4.5400602850137e-21,1
101,Elwood,4.33856695716769e-21,1
102,Emerald - Cockatoo,4.36982402890376e-21,1
103,Endeavour Hills - North,4.45330220175719e-21,1
104,Endeavour Hills - South,4.22541926338142e-21,1
105,Epping - East,4.33893129978743e-21,1
106,Epping - South,4.30444889954952e-21,1
107,Epping - West,3.8366614173113e-21,1
108,Essendon - Aberfeldie,4.42332530509457e-21,1
109,Fawkner,4.48555520576875e-21,1
110,Ferntree Gully (North),4.42351086993873e-21,1
111,Ferntree Gully (South) - Upper Ferntree Gully,4.33893129978743e-21,1
112,Fitzroy,4.30444889954952e-21,1
113,Fitzroy North,4.26664128845475e-21,1
114,Flemington,4.30444889954952e-21,1
115,Flemington Racecourse,1.17054542618394e-19,1
116,Flinders,4.33893129978743e-21,1
117,Footscray,4.42351086993873e-21,1
118,Forest Hill,4.5402506360044e-21,1
119,Frankston,4.42351086993873e-21,1
120,Frankston North,4.39834217920987e-21,1
121,Frankston South,4.58327393490326e-21,1
122,Gisborne,4.39815762279239e-21,1
123,Gladstone Park - Westmeadows,4.45348907753607e-21,1
124,Glen Iris - East,4.39797307377041e-21,1
125,Glen Waverley - East,4.5144327439435e-21,1
126,Glen Waverley - West,4.48555520576875e-21,1
127,Glenroy,4.46526527110156e-21,1
128,Gowanbrae,4.24096035382967e-21,1
129,Greensborough,4.56295690218201e-21,1
130,Greenvale - Bulla,4.26646201322896e-21,1
131,Hadfield,4.41700417979996e-21,1
132,Hallam,4.51424342675939e-21,1
133,Hampton,4.42332530509457e-21,1
134,Hampton Park - Lynbrook,4.26664128845475e-21,1
135,Hastings - Somers,4.42351086993873e-21,1
136,Hawthorn,4.37019087789646e-21,1
137,Hawthorn East,4.42313974768457e-21,1
138,Healesville - Yarra Glen,4.53929895725933e-21,1
139,Heidelberg - Rosanna,4.39834217920987e-21,1
140,Heidelberg West,4.42351086993873e-21,1
141,Hillside,4.13244711788688e-21,1
142,Hoppers Crossing - North,4.30444889954952e-21,1
143,Hoppers Crossing - South,4.33893129978743e-21,1
144,Hughesdale,4.26664128845475e-21,1
145,Hurstbridge,3.83633746487082e-21,1
146,Ivanhoe,4.30444889954952e-21,1
147,Ivanhoe East - Eaglemont,4.48555520576875e-21,1
148,Keilor,4.41793135858908e-21,1
149,Keilor Downs,4.45348907753607e-21,1
150,Keilor East,4.56314816981462e-21,1
151,Kensington (Vic.),4.22541926338142e-21,1
152,Kew,4.4454597953659e-21,1
153,Kew East,4.30426810748442e-21,1
154,Keysborough,4.5402506360044e-21,1
155,Kilsyth,4.5144327439435e-21,1
156,Kinglake,3.96585083010586e-21,1
157,Kings Park (Vic.),4.26664128845475e-21,1
158,Kingsbury,4.39797307377041e-21,1
159,Knoxfield - Scoresby,4.41793135858908e-21,1
160,Koo Wee Rup,4.30426810748442e-21,1
161,Lalor,4.48555520576875e-21,1
162,Langwarrin,4.30444889954952e-21,1
163,Laverton,4.02478092479226e-21,1
164,Lilydale - Coldstream,4.45348907753607e-21,1
165,Lynbrook - Lyndhurst,4.33856695716769e-21,1
166,Lysterfield,4.02495048853108e-21,1
167,Macedon,4.07956273589165e-21,1
168,Malvern - Glen Iris,4.44583270586845e-21,1
169,Malvern East,4.44583270586845e-21,1
170,Maribyrnong,4.30408732267127e-21,1
171,Meadow Heights,4.18070781718681e-21,1
172,Melbourne,4.30426810748442e-21,1
173,Melbourne Airport,9.44456165255629e-19,1
174,Melton,4.33874912482521e-21,1
175,Melton South,4.39815762279239e-21,1
176,Melton West,4.26664128845475e-21,1
177,Mentone,4.44583270586845e-21,1
178,Mernda,4.13244711788688e-21,1
179,Mickleham - Yuroke,3.90329690066235e-21,1
180,Mill Park - North,4.39815762279239e-21,1
181,Mill Park - South,4.18070781718681e-21,1
182,Mitcham (Vic.),4.37000744972387e-21,1
183,Monbulk - Silvan,4.26646201322896e-21,1
184,Montmorency - Briar Hill,4.37019087789646e-21,1
185,Montrose,4.51367552069607e-21,1
186,Moonee Ponds,4.39834217920987e-21,1
187,Moorabbin - Heatherton,4.37019087789646e-21,1
188,Mooroolbark,4.39834217920987e-21,1
189,Mordialloc - Parkdale,4.42351086993873e-21,1
190,Mornington,4.48252320937947e-21,1
191,Mount Dandenong - Olinda,4.30426810748442e-21,1
192,Mount Eliza,4.42351086993873e-21,1
193,Mount Evelyn,4.22541926338142e-21,1
194,Mount Martha,4.42351086993873e-21,1
195,Mount Waverley - North,4.45348907753607e-21,1
196,Mount Waverley - South,4.5402506360044e-21,1
197,Mulgrave,4.58327393490326e-21,1
198,Murrumbeena,4.30408732267127e-21,1
199,Narre Warren - North East,4.26628274519712e-21,1
200,Narre Warren - South West,4.33893129978743e-21,1
201,Narre Warren North,4.48536704522919e-21,1
202,Narre Warren South (East),4.13244711788688e-21,1
203,Narre Warren South (West),4.36982402890376e-21,1
204,Newport,4.37019087789646e-21,1
205,Niddrie - Essendon West,4.26664128845475e-21,1
206,Noble Park - East,4.39815762279239e-21,1
207,Noble Park - West,4.39815762279239e-21,1
208,Noble Park North,4.37933334386682e-21,1
209,North Melbourne,4.42332530509457e-21,1
210,Northcote,4.42351086993873e-21,1
211,Nunawading,4.39834217920987e-21,1
212,Oakleigh - Huntingdale,4.39834217920987e-21,1
213,Ormond - Glen Huntly,4.37000744972387e-21,1
214,Pakenham - North,4.42332530509457e-21,1
215,Pakenham - South,4.39834217920987e-21,1
216,Panton Hill - St Andrews,4.37896554520346e-21,1
217,Parkville,9.1918911262249e-21,1
218,Pascoe Vale,4.39834217920987e-21,1
219,Pascoe Vale South,4.39778853214371e-21,1
220,Pearcedale - Tooradin,4.26646201322896e-21,1
221,Plenty - Yarrambat,4.51405411715698e-21,1
222,Point Cook - East,3.96585083010586e-21,1
223,Point Cook - North,4.30426810748442e-21,1
224,Point Cook - South,3.69380460555647e-21,1
225,Point Nepean,4.39834217920987e-21,1
226,Port Melbourne,4.26646201322896e-21,1
227,Port Melbourne Industrial,0,0
228,Prahran - Windsor,4.42332530509457e-21,1
229,Preston - East,4.46451636719377e-21,1
230,Preston - West,4.33874912482521e-21,1
231,Research - North Warrandyte,4.22488642268786e-21,1
232,Reservoir - East,4.42332530509457e-21,1
233,Reservoir - West,4.56314816981462e-21,1
234,Richmond (Vic.),4.37019087789646e-21,1
235,Riddells Creek,4.13209935221777e-21,1
236,Ringwood,4.42332530509457e-21,1
237,Ringwood East,4.44564624688316e-21,1
238,Ringwood North,4.45348907753607e-21,1
239,Rockbank - Mount Cottrell,3.61678606834826e-21,1
240,Romsey,4.26646201322896e-21,1
241,Rosebud - McCrae,4.44583270586845e-21,1
242,Rowville - Central,4.45330220175719e-21,1
243,Rowville - North,4.18035617371013e-21,1
244,Rowville - South,4.41774590796334e-21,1
245,Roxburgh Park - Somerton,4.33893129978743e-21,1
246,Sandringham - Black Rock,4.44583270586845e-21,1
247,Seabrook,3.96518213046887e-21,1
248,Seaford (Vic.),4.37019087789646e-21,1
249,Seddon - Kingsville,4.33893129978743e-21,1
250,Skye - Sandhurst,4.18035617371013e-21,1
251,Somerville,4.39834217920987e-21,1
252,South Melbourne,4.44564624688316e-21,1
253,South Morang (North),4.13209935221777e-21,1
254,South Morang (South),4.4454597953659e-21,1
255,South Yarra - East,4.26664128845475e-21,1
256,South Yarra - West,4.39797307377041e-21,1
257,Southbank,4.18053199191742e-21,1
258,Springvale,4.5400602850137e-21,1
259,Springvale South,4.41811681664931e-21,1
260,St Albans - North,4.48555520576875e-21,1
261,St Albans - South,4.33874912482521e-21,1
262,St Kilda,4.42351086993873e-21,1
263,St Kilda East,4.30444889954952e-21,1
264,Strathmore,4.45348907753607e-21,1
265,Sunbury,4.36982402890376e-21,1
266,Sunbury - South,4.39815762279239e-21,1
267,Sunshine,4.33874912482521e-21,1
268,Sunshine North,4.5144327439435e-21,1
269,Sunshine West,4.48555520576875e-21,1
270,Surrey Hills (East) - Mont Albert,4.42332530509457e-21,1
271,Surrey Hills (West) - Canterbury,4.58327393490326e-21,1
272,Sydenham,4.39834217920987e-21,1
273,Tarneit,4.22524164268626e-21,1
274,Taylors Hill,4.18070781718681e-21,1
275,Taylors Lakes,4.37933334386682e-21,1
276,Templestowe,6.26076463753277e-21,1
277,Templestowe Lower,4.74989320037503e-21,1
278,The Basin,4.08024984667617e-21,1
279,Thomastown,4.48555520576875e-21,1
280,Thornbury,4.33893129978743e-21,1
281,Toorak,4.42332530509457e-21,1
282,Truganina,4.08007805861876e-21,1
283,Tullamarine,4.3690904191429e-21,1
284,Upwey - Tecoma,4.26628274519712e-21,1
285,Vermont,4.45348907753607e-21,1
286,Vermont South,5.17123806813424e-21,1
287,Viewbank - Yallambie,4.58308186176413e-21,1
288,Wallan,4.18070781718681e-21,1
289,Wandin - Seville,4.41774590796334e-21,1
290,Wantirna,4.5400602850137e-21,1
291,Wantirna South,4.56314816981462e-21,1
292,Warrandyte - Wonga Park,4.5144327439435e-21,1
293,Watsonia,4.37896554520346e-21,1
294,Wattle Glen - Diamond Creek,4.30444889954952e-21,1
295,Werribee - East,4.37000744972387e-21,1
296,Werribee - South,4.48555520576875e-21,1
297,Werribee - West,4.30444889954952e-21,1
298,West Footscray - Tottenham,4.37019087789646e-21,1
299,Wheelers Hill,5.03846349755368e-21,1
300,Whittlesea,4.39834217920987e-21,1
301,Williamstown,4.42351086993873e-21,1
302,Wollert,3.90296757636694e-21,1
303,Wyndham Vale,4.26664128845475e-21,1
304,Yarra - North,4.30426810748442e-21,1
305,Yarra Valley,4.37000744972387e-21,1
306,Yarraville,4.39797307377041e-21,1
