SA2,SAE,Population size
Cheltenham - Highett (East),0.211391858223078,100.0583714
Cheltenham - Highett (West),0.218512660967983,100.0822821
Chirnside Park,0.227408980994347,99.9189628
Clarinda - Oakleigh South,0.237542913674546,99.8541143
Clayton,0.199239375450143,99.8705763
Clayton South,0.194220837284592,99.9999997
Coburg,0.150089567733457,99.9312009
Coburg North,0.197553039338711,99.9609424
Collingwood,0.0963815243065546,100.2467098
Craigieburn - Central,0.182152579752459,99.9284441
Craigieburn - North,0.140787942141616,99.7049123
Craigieburn - South,0.151139945716137,99.9877195
Craigieburn - West,0.129543196774396,99.9152005
Cranbourne,0.173458413694487,100.0846149
Cranbourne East,0.141573855978264,99.9299372
Cranbourne North,0.157355741583585,99.8408991
Cranbourne South,0.208975467988181,100.3515932
Cranbourne West,0.137990338997728,99.8538791
Croydon - East,0.171389116859101,99.9473159
Croydon - West,0.206523220629051,99.9325942
Croydon Hills - Warranwood,0.221966350619755,99.9666366
Croydon South,0.25364676644385,100.2969245
Dandenong,0.147710733286797,99.8598259
Dandenong North,0.207561630459598,99.8751951
Deer Park - Derrimut,0.156306503465072,100.0152371
Delahey,0.186539673997321,99.6883244
Dingley Village,0.257447028778754,99.834727
Docklands,0.0969094468287991,99.7355465
Doncaster,0.208786935391632,99.9611295
Doncaster East (North),0.252169518889261,100.137203
Doncaster East (South),0.241311604887953,100.0573194
Donvale - Park Orchards,0.253933690928751,99.9811812
Doreen,0.142509761222105,99.9235732
Doveton,0.157905834049977,100.1415304
Dromana,0.229502907979128,99.9183598
East Melbourne,0.144527883992753,100.0201448
Edithvale - Aspendale,0.211816620294541,99.6705881
Elsternwick,0.192205092596777,99.9911916
Eltham,0.238760272670381,99.9694333
Elwood,0.120601584758801,99.816031
Emerald - Cockatoo,0.2218083205026,99.9444471
Endeavour Hills - North,0.191874119508082,99.8234704
Endeavour Hills - South,0.20070166943789,100.1047981
Epping - East,0.192927054691276,99.9848103
Epping - South,0.177976793586021,99.8440496
Epping - West,0.14978579542255,99.8713943
Essendon - Aberfeldie,0.16532446332214,100.036385
Fawkner,0.183462263943618,99.9854724
Ferntree Gully (North),0.206453791686994,100.0143948
Ferntree Gully (South) - Upper Ferntree Gully,0.201330129633936,99.8974212
Fitzroy,0.125399884822831,100.0478607
Fitzroy North,0.144025400531367,100.1215755
Flemington,0.120822031342814,99.9505495
Flemington Racecourse,0.651471980426413,95.2941178
Flinders,0.301105501859222,99.7579592
Footscray,0.130682216323781,99.9694005
Forest Hill,0.226646046458748,100.2353382
Frankston,0.194922173323216,100.0354487
Frankston North,0.194759069559626,100.1295943
Frankston South,0.236251632162831,99.9780269
Gisborne,0.217978197249092,99.9454275
Gladstone Park - Westmeadows,0.19890172873508,99.7614448
Glen Iris - East,0.222954915478796,100.1286446
Glen Waverley - East,0.235156711289521,100.0948535
Glen Waverley - West,0.229059946307008,99.9896058
Glenroy,0.160563802339235,99.9773833
Gowanbrae,0.255666325990615,99.4137931
Greensborough,0.196287069439897,99.9853374
Greenvale - Bulla,0.177065790707282,99.9877261
Hadfield,0.170980300478181,100.0000005
Hallam,0.199000205741761,99.8234357
Hampton,0.225572949059718,100.0963825
Hampton Park - Lynbrook,0.15899001249894,99.9725835
Hastings - Somers,0.228273877018536,100.1089971
Hawthorn,0.144291540218024,99.9738849
Hawthorn East,0.151770281189035,99.8681173
Healesville - Yarra Glen,0.22349568115447,100.1021674
Heidelberg - Rosanna,0.209437577560017,99.8984503
Heidelberg West,0.183870809676954,99.9364003
Hillside,0.166668984829098,100.0296827
Hoppers Crossing - North,0.174273174741429,99.937581
Hoppers Crossing - South,0.189380342940587,99.9948656
Hughesdale,0.193556642525265,100.3704681
Hurstbridge,0.23168860439035,99.1886406
Ivanhoe,0.228055812926232,99.9824314
Ivanhoe East - Eaglemont,0.274747155118888,99.8440349
Keilor,0.241262989975628,99.7648442
Keilor Downs,0.198988241541515,100.2578691
Keilor East,0.231283038262268,100.0956095
Kensington (Vic.),0.127162961881123,100.2312249
Kew,0.208976685848642,99.9716926
Kew East,0.231010121398224,99.631336
Keysborough,0.191869965333727,99.9076359
Kilsyth,0.216532730258807,99.7058822
Kinglake,0.252556284678698,99.8959954
Kings Park (Vic.),0.217863859094053,99.9132698
Kingsbury,0.241053532922833,100.0706098
Knoxfield - Scoresby,0.210056474094378,100.0729105
Koo Wee Rup,0.239989006730633,100.2406737
Lalor,0.191275448940028,100.0438439
Langwarrin,0.197496122292083,99.9076872
Laverton,0.156800875735631,100.1909468
Lilydale - Coldstream,0.201493083339626,100.1549064
Lynbrook - Lyndhurst,0.158660089008698,99.85552
Lysterfield,0.22830264581364,100.3494384
Macedon,0.278140829058412,100.0887049
Malvern - Glen Iris,0.189790623585841,99.8802514
Malvern East,0.201799541717704,99.8827337
Maribyrnong,0.160193035116762,100.15547
Meadow Heights,0.175688385107521,100.0000002
Melbourne,0.0655664754717696,100.050904
Melbourne Airport,1.10919540286405,94.5652173
Melton,0.184628294456313,100.0105803
Melton South,0.161728945343978,99.7482608
Melton West,0.170974578386604,100.159544
Mentone,0.212041850882082,100.1311218
Mernda,0.143797608428878,99.9331674
Mickleham - Yuroke,0.207855368000883,100.6198352
Mill Park - North,0.211408010818534,99.8597002
Mill Park - South,0.179657235448763,99.8738334
Mitcham (Vic.),0.183166612744614,100.1052762
Monbulk - Silvan,0.249336782073631,99.7871212
Montmorency - Briar Hill,0.216088374666064,99.7825413
Montrose,0.249307454578948,100.426283
Moonee Ponds,0.185067346560049,99.887735
Moorabbin - Heatherton,0.231045296422978,99.8863505
Mooroolbark,0.198039270503413,99.9138595
Mordialloc - Parkdale,0.205910773049023,100.0703057
Mornington,0.224968621407662,100.162561
Mount Dandenong - Olinda,0.267518975018447,100.0102996
Mount Eliza,0.301944264004796,100
Mount Evelyn,0.209377587422132,100.0000002
Mount Martha,0.258236393772356,99.9245161
Mount Waverley - North,0.231287632959928,100.0065462
Mount Waverley - South,0.225651360888185,100.2835948
Mulgrave,0.210406161097324,100.0103252
Murrumbeena,0.186916485694692,99.967564
Narre Warren - North East,0.183826373166931,99.8359188
Narre Warren - South West,0.16813670992525,100.0000003
Narre Warren North,0.235551725122372,100.0000002
Narre Warren South (East),0.197724423053718,99.9085649
Narre Warren South (West),0.159924354642661,100.1489689
Newport,0.187619905261221,100.0284514
Niddrie - Essendon West,0.217328738942711,100.288976
Noble Park - East,0.182385631148766,100.1448575
Noble Park - West,0.191339667354073,99.9838996
Noble Park North,0.194713971757007,100.0934842
North Melbourne,0.0965952022483151,100.0823881
Northcote,0.156210345020145,99.9918919
Nunawading,0.202420501596997,99.9915824
Oakleigh - Huntingdale,0.192677026455371,99.8684886
Ormond - Glen Huntly,0.178790128672436,100.1948876
Pakenham - North,0.171027384022442,100.2472587
Pakenham - South,0.170279244511622,99.8913842
Panton Hill - St Andrews,0.270186471919258,100.0194099
Parkville,0.427643704051955,99.8785261
Pascoe Vale,0.151111474248991,100.0554439
Pascoe Vale South,0.209874954140278,99.919647
Pearcedale - Tooradin,0.233637041100937,100.051666
Plenty - Yarrambat,0.234284006464854,100.0213601
Point Cook - East,0.165633547075709,100.1147732
Point Cook - North,0.166317750967715,99.9482253
Point Cook - South,0.132814950819433,99.9237802
Point Nepean,0.226385917702966,99.9707941
Port Melbourne,0.154197252703484,99.9938112
0,0,0
Prahran - Windsor,0.104741910281032,99.9898578
Preston - East,0.154688506665458,99.8751688
Preston - West,0.179526383570035,99.9835919
Research - North Warrandyte,0.261652632214861,100.1640812
Reservoir - East,0.167908145636538,100.029548
Reservoir - West,0.177265541059707,100.0790452
Richmond (Vic.),0.107425710631695,99.9704937
Riddells Creek,0.25514722149731,99.1512732
Ringwood,0.182457747952117,100.1341576
Ringwood East,0.201313702772149,99.9851947
Ringwood North,0.266348219589166,99.9894975
Rockbank - Mount Cottrell,0.414840968095891,99.5070656
Romsey,0.240789478764741,99.7542469
Rosebud - McCrae,0.219242739018204,99.9045074
Rowville - Central,0.217619812415221,99.9080277
Rowville - North,0.215162059142487,99.5127436
Rowville - South,0.21086917305301,99.6216781
Roxburgh Park - Somerton,0.155663456549697,100.0183386
Sandringham - Black Rock,0.257273023969209,99.9212507
Seabrook,0.239901212771668,99.8047639
Seaford (Vic.),0.179233177133854,99.8359859
Seddon - Kingsville,0.165547519460241,100.0324781
Skye - Sandhurst,0.201295051596938,100.1070503
Somerville,0.208220002629463,99.9225918
South Melbourne,0.13917552227653,100.207828
South Morang (North),0.161617384500556,99.9668075
South Morang (South),0.215200431432364,99.9250127
South Yarra - East,0.0853649000803511,100.0434192
South Yarra - West,0.146630378644824,99.2947354
Southbank,0.064896156611665,99.8821636
Springvale,0.189334450923504,99.8163031
Springvale South,0.180491150396293,99.9525534
St Albans - North,0.189424381974433,100.0895924
St Albans - South,0.208103407410516,100.0813063
St Kilda,0.0960192184158226,100.0574235
St Kilda East,0.09434199917534,100.2131806
Strathmore,0.235794937199136,99.7667017
Sunbury,0.21017131728942,99.8347629
Sunbury - South,0.190765559313617,100.0487751
Sunshine,0.164912912401415,99.9181337
Sunshine North,0.192682191753878,99.9743567
Sunshine West,0.198727131712667,100.0860722
Surrey Hills (East) - Mont Albert,0.228018501033214,100.1806322
Surrey Hills (West) - Canterbury,0.262200980829468,100.091912
Sydenham,0.224875385400508,99.6752166
Tarneit,0.117980614817342,99.956882
Taylors Hill,0.140695792333872,100.0884354
Taylors Lakes,0.216151581661968,99.7462076
Templestowe,0.257141796022506,100.0240671
Templestowe Lower,0.268946255438212,99.9926425
The Basin,0.247107024248425,99.2741745
Thomastown,0.19146782665579,100.0295409
Thornbury,0.163306286748516,99.940425
Toorak,0.191689337357641,100.1379728
Truganina,0.139855238622933,99.9359224
Tullamarine,0.182118926100771,99.5357474
Upwey - Tecoma,0.214471811229006,100.0936528
Vermont,0.23184678179126,99.7606969
Vermont South,0.305252817456974,100.3938357
Viewbank - Yallambie,0.226910556516563,100.0983447
Wallan,0.189582292569563,99.9815018
Wandin - Seville,0.238413426247458,99.7630954
Wantirna,0.239978927072356,99.8419876
Wantirna South,0.246496968440281,99.7978438
Warrandyte - Wonga Park,0.282707691744364,100.0796261
Watsonia,0.204618033946242,100.1865464
Wattle Glen - Diamond Creek,0.221757371463319,99.7153909
Werribee - East,0.195725840768882,100.151042
Werribee - South,0.204782868357564,99.9470618
Werribee - West,0.174652138749382,99.9915346
West Footscray - Tottenham,0.147407954440217,99.9214453
Wheelers Hill,0.266655333140755,100.0607536
Whittlesea,0.222925330322556,100.0246036
Williamstown,0.226535203394574,100.1423488
Wollert,0.142077390137901,99.7130239
Wyndham Vale,0.148592977297107,99.9613302
Yarra - North,0.169899438102374,99.9336357
Yarra Valley,0.209286380855027,99.8886001
Yarraville,0.166383194372154,100.0270246
