Point Cook - South;1;0
Point Nepean;1;0
Port Melbourne;1;0
Port Melbourne Industrial;0.5;0
Prahran - Windsor;1;0
Preston - East;1;0
Preston - West;1;0
Research - North Warrandyte;1;0
Reservoir - East;1;0
Reservoir - West;1;0
Richmond (Vic.);1;0
Riddells Creek;1;0
Ringwood;1;0
Ringwood East;1;0
Ringwood North;1;0
Rockbank - Mount Cottrell;0.977249868051821;0
Romsey;1;0
Rosebud - McCrae;1;0
Rowville - Central;1;0
Rowville - North;1;0
Rowville - South;1;0
Roxburgh Park - Somerton;1;0
Sandringham - Black Rock;1;0
Seabrook;1;0
Seaford (Vic.);1;0
Seddon - Kingsville;1;0
Skye - Sandhurst;1;0
Somerville;1;0
South Melbourne;1;0
South Morang (North);1;0
South Morang (South);1;0
South Yarra - East;1;0
South Yarra - West;1;0
Southbank;1;0
Springvale;1;0
Springvale South;1;0
St Albans - North;1;0
St Albans - South;1;0
St Kilda;1;0
St Kilda East;1;0
Strathmore;1;0
Sunbury;1;0
Sunbury - South;1;0
Sunshine;1;0
Sunshine North;1;0
Sunshine West;1;0
Surrey Hills (East) - Mont Albert;1;0
Surrey Hills (West) - Canterbury;1;0
Sydenham;1;0
Tarneit;1;0
Taylors Hill;1;0
Taylors Lakes;1;0
Templestowe;1;0
Templestowe Lower;1;0
The Basin;1;0
Thomastown;1;0
Thornbury;1;0
Toorak;1;0
Truganina;1;0
Tullamarine;1;0
Upwey - Tecoma;1;0
Vermont;1;0
Vermont South;1;0
Viewbank - Yallambie;1;0
Wallan;1;0
Wandin - Seville;1;0
Wantirna;1;0
Wantirna South;1;0
Warrandyte - Wonga Park;1;0
Watsonia;1;0
Wattle Glen - Diamond Creek;1;0
Werribee - East;1;0
Werribee - South;1;0
Werribee - West;1;0
West Footscray - Tottenham;1;0
Wheelers Hill;1;0
Whittlesea;1;0
Williamstown;1;0
Wollert;1;0
Wyndham Vale;1;0
Yarra - North;1;0
Yarra Valley;1;0
Yarraville;1;0
