,V1,V2,V3,V4,V5
145,0,3211,0,3211,0
146,0,10866,0,10866,0
147,0,7366,0,7366,0
148,0,8072,0,8072,0
149,0,12550,0,12550,0
150,0,24649,0,24649,0
151,0,9921,0,9921,0
152,0,22563,0,22563,0
153,0,6067,0,6067,0
154,0,25052,0,25052,0
155,0,8259,0,8259,0
156,0,3474,0,3474,0
157,0,9491,0,9491,0
158,0,12864,0,12864,0
159,0,14466,0,14466,0
160,0,6862,0,6862,0
161,0,21560,0,21560,0
162,0,22638,0,22638,0
163,0,8180,0,8180,0
164,0,17625,0,17625,0
165,0,14209,0,14209,0
166,0,6339,0,6339,0
167,0,3126,0,3126,0
168,0,20248,0,20248,0
169,0,18589,0,18589,0
170,0,11315,0,11315,0
171,0,14038,0,14038,0
172,0,32046,0,32046,0
173,0,32,0,32,0
174,0,17442,0,17442,0
175,0,21698,0,21698,0
176,0,16484,0,16484,0
177,0,12173,0,12173,0
178,0,15574,0,15574,0
179,0,3116,0,3116,0
180,0,17035,0,17035,0
181,0,11321,0,11321,0
182,0,15396,0,15396,0
183,0,5368,0,5368,0
184,0,15151,0,15151,0
185,0,6123,0,6123,0
186,0,13309,0,13309,0
187,0,8136,0,8136,0
188,0,21015,0,21015,0
189,0,18690,0,18690,0
190,0,21789,0,21789,0
191,0,9007,0,9007,0
192,0,16680,0,16680,0
193,0,9201,0,9201,0
194,0,17256,0,17256,0
195,0,14739,0,14739,0
196,0,17400,0,17400,0
197,0,18106,0,18106,0
198,0,8796,0,8796,0
199,0,7173,0,7173,0
200,0,12946,0,12946,0
201,0,12662,0,12662,0
202,0,13122,0,13122,0
203,0,16012,0,16012,0
204,0,16647,0,16647,0
205,0,6667,0,6667,0
206,0,11397,0,11397,0
207,0,7035,0,7035,0
208,0,17487,0,17487,0
209,0,22767,0,22767,0
210,0,17308,0,17308,0
211,0,11041,0,11041,0
212,0,19960,0,19960,0
213,0,12637,0,12637,0
214,0,17359,0,17359,0
215,0,26934,0,26934,0
216,0,4696,0,4696,0
217,0,4411,0,4411,0
218,0,21751,0,21751,0
219,0,9272,0,9272,0
220,0,7127,0,7127,0
221,0,8921,0,8921,0
222,0,11771,0,11771,0
223,0,22139,0,22139,0
224,0,13808,0,13808,0
225,0,15010,0,15010,0
226,0,14651,0,14651,0
227,0,5,0,5,0
228,0,17210,0,17210,0
229,0,18124,0,18124,0
230,0,11524,0,11524,0
231,0,6280,0,6280,0
232,0,24555,0,24555,0
233,0,22456,0,22456,0
234,0,27532,0,27532,0
235,0,3775,0,3775,0
236,0,16085,0,16085,0
237,0,19119,0,19119,0
238,0,9001,0,9001,0
239,0,1553,0,1553,0
240,0,8617,0,8617,0
241,0,18724,0,18724,0
242,0,14867,0,14867,0
243,0,7801,0,7801,0
244,0,10335,0,10335,0
245,0,20749,0,20749,0
246,0,15242,0,15242,0
247,0,4768,0,4768,0
248,0,15137,0,15137,0
249,0,8615,0,8615,0
250,0,12678,0,12678,0
251,0,16793,0,16793,0
252,0,15976,0,15976,0
253,0,10193,0,10193,0
254,0,11664,0,11664,0
255,0,11431,0,11431,0
256,0,18312,0,18312,0
257,0,4998,0,4998,0
258,0,20289,0,20289,0
259,0,12003,0,12003,0
260,0,18511,0,18511,0
261,0,15736,0,15736,0
262,0,21350,0,21350,0
263,0,14704,0,14704,0
264,0,8954,0,8954,0
265,0,11972,0,11972,0
266,0,25058,0,25058,0
267,0,8565,0,8565,0
268,0,10860,0,10860,0
269,0,17509,0,17509,0
270,0,9336,0,9336,0
271,0,15303,0,15303,0
272,0,11089,0,11089,0
273,0,33045,0,33045,0
274,0,18558,0,18558,0
275,0,16803,0,16803,0
276,0,15617,0,15617,0
277,0,12795,0,12795,0
278,0,4023,0,4023,0
279,0,19356,0,19356,0
280,0,17172,0,17172,0
281,0,12043,0,12043,0
282,0,21305,0,21305,0
283,0,5970,0,5970,0
284,0,9130,0,9130,0
285,0,10032,0,10032,0
286,0,11178,0,11178,0
287,0,17316,0,17316,0
288,0,15028,0,15028,0
289,0,7092,0,7092,0
290,0,13222,0,13222,0
291,0,17069,0,17069,0
292,0,9501,0,9501,0
293,0,8692,0,8692,0
294,0,13101,0,13101,0
295,0,18349,0,18349,0
296,0,10215,0,10215,0
297,0,11275,0,11275,0
298,0,10661,0,10661,0
299,0,18747,0,18747,0
300,0,7474,0,7474,0
301,0,14378,0,14378,0
302,0,8628,0,8628,0
303,0,21969,0,21969,0
304,0,8014,0,8014,0
305,0,14872,0,14872,0
306,0,13926,0,13926,0
