SA2,APD,APD%,Population size
Melton,0,0,6486
Melton South,0,0,7756
Melton West,0,0,5578
Mentone,0,0,5266
Mernda,0,0,5253
Mickleham - Yuroke,0,0,1016
Mill Park - North,0,0,5769
Mill Park - South,0,0,3871
Mitcham (Vic.),0,0,6083
Monbulk - Silvan,0,0,1904
Montmorency - Briar Hill,0,0,5966
Montrose,0,0,2205
Moonee Ponds,0,0,5487
Moorabbin - Heatherton,0,0,3106
Mooroolbark,0,0,7461
Mordialloc - Parkdale,0,0,7493
Mornington,0,0,9488
Mount Dandenong - Olinda,0,0,3447
Mount Eliza,0,0,5933
Mount Evelyn,0,0,3177
Mount Martha,0,0,6380
Mount Waverley - North,0,0,5385
Mount Waverley - South,0,0,6369
Mulgrave,0,0,6482
Murrumbeena,0,0,3594
Narre Warren North,0,0,2121
Narre Warren - North East,0,0,4202
Narre Warren South (East),0,0,3613
Narre Warren - South West,0,0,4625
Narre Warren South (West),0,0,4601
Newport,0,0,6485
Niddrie - Essendon West,0,0,2563
Noble Park - East,0,0,4512
Noble Park North,0,0,2575
Noble Park - West,0,0,6079
Northcote,0,0,9429
North Melbourne,0,0,8117
Nunawading,0,0,4283
Oakleigh - Huntingdale,0,0,7482
Ormond - Glen Huntly,0,0,5210
Pakenham - North,0,0,6314
Pakenham - South,0,0,9417
Panton Hill - St Andrews,0,0,1616
Parkville,0,0,2004
Pascoe Vale,0,0,8792
Pascoe Vale South,0,0,3362
Pearcedale - Tooradin,0,0,2530
Plenty - Yarrambat,0,0,2878
Point Cook - East,0,0,3683
Point Cook - North,0,0,6944
Point Cook - South,0,0,4275
Point Nepean,0,0,6717
Port Melbourne,0,0,7064
Port Melbourne Industrial,0,0,5
Prahran - Windsor,0,0,8968
Preston - East,0,0,7459
Preston - West,0,0,4501
Research - North Warrandyte,0,0,2091
Reservoir - East,0,0,10339
Reservoir - West,0,0,8778
Richmond (Vic.),0,0,13146
Riddells Creek,0,0,1333
Ringwood,0,0,6579
Ringwood East,0,0,7372
Ringwood North,0,0,3165
Rockbank - Mount Cottrell,0,0,588
Romsey,0,0,3137
Rosebud - McCrae,0,0,8735
Rowville - Central,0,0,5059
Rowville - North,0,0,2527
Rowville - South,0,0,3313
Roxburgh Park - Somerton,0,0,5415
Sandringham - Black Rock,0,0,6094
Seabrook,0,0,1606
Seaford (Vic.),0,0,6751
Seddon - Kingsville,0,0,3609
Skye - Sandhurst,0,0,4178
Somerville,0,0,6280
Southbank,0,0,8249
South Melbourne,0,0,5172
South Morang (North),0,0,3555
South Morang (South),0,0,3849
South Yarra - East,0,0,10018
South Yarra - West,0,0,2710
Springvale,0,0,6660
Springvale South,0,0,3717
St Albans - North,0,0,6641
St Albans - South,0,0,5263
St Kilda,0,0,12092
St Kilda East,0,0,7352
Strathmore,0,0,3155
Sunbury,0,0,4148
Sunbury - South,0,0,9501
Sunshine,0,0,3191
Sunshine North,0,0,3624
Sunshine West,0,0,6053
Surrey Hills (East) - Mont Albert,0,0,3532
Surrey Hills (West) - Canterbury,0,0,5519
Sydenham,0,0,3655
Tarneit,0,0,9718
Taylors Hill,0,0,5334
Taylors Lakes,0,0,5376
Templestowe,0,0,5426
Templestowe Lower,0,0,4747
The Basin,0,0,1460
Thomastown,0,0,6954
Thornbury,0,0,7396
Toorak,0,0,5503
Truganina,0,0,6394
Tullamarine,0,0,2586
Upwey - Tecoma,0,0,3395
Vermont,0,0,3661
Vermont South,0,0,3911
Viewbank - Yallambie,0,0,6567
Wallan,0,0,5054
Wandin - Seville,0,0,2446
Wantirna,0,0,4794
Wantirna South,0,0,6034
Warrandyte - Wonga Park,0,0,3051
Watsonia,0,0,3397
Wattle Glen - Diamond Creek,0,0,4371
Werribee - East,0,0,6705
Werribee - South,0,0,4120
Werribee - West,0,0,4142
West Footscray - Tottenham,0,0,4303
Wheelers Hill,0,0,6715
Whittlesea,0,0,2718
Williamstown,0,0,5624
Wollert,0,0,2692
Wyndham Vale,0,0,7222
Yarra - North,0,0,3415
Yarra Valley,0,0,5882
Yarraville,0,0,5533
