SA2,FT statistic,FT p-value,FT degrees of freedom
Lysterfield,0,1,64
Macedon,0,1,64
Malvern East,0,1,64
Malvern - Glen Iris,0,1,64
Maribyrnong,0,1,64
Meadow Heights,0,1,64
Melbourne,0,1,64
Melbourne Airport,0,1,64
Melton,0,1,64
Melton South,0,1,64
Melton West,0,1,64
Mentone,0,1,64
Mernda,0,1,64
Mickleham - Yuroke,0,1,64
Mill Park - North,0,1,64
Mill Park - South,0,1,64
Mitcham (Vic.),0,1,64
Monbulk - Silvan,0,1,64
Montmorency - Briar Hill,0,1,64
Montrose,0,1,64
Moonee Ponds,0,1,64
Moorabbin - Heatherton,0,1,64
Mooroolbark,0,1,64
Mordialloc - Parkdale,0,1,64
Mornington,0,1,64
Mount Dandenong - Olinda,0,1,64
Mount Eliza,0,1,64
Mount Evelyn,0,1,64
Mount Martha,0,1,64
Mount Waverley - North,0,1,64
Mount Waverley - South,0,1,64
Mulgrave,0,1,64
Murrumbeena,0,1,64
Narre Warren North,0,1,64
Narre Warren - North East,0,1,64
Narre Warren South (East),0,1,64
Narre Warren - South West,0,1,64
Narre Warren South (West),0,1,64
Newport,0,1,64
Niddrie - Essendon West,0,1,64
Noble Park - East,0,1,64
Noble Park North,0,1,64
Noble Park - West,0,1,64
Northcote,0,1,64
North Melbourne,0,1,64
Nunawading,0,1,64
Oakleigh - Huntingdale,0,1,64
Ormond - Glen Huntly,0,1,64
Pakenham - North,0,1,64
Pakenham - South,0,1,64
Panton Hill - St Andrews,0,1,64
Parkville,0,1,64
Pascoe Vale,0,1,64
Pascoe Vale South,0,1,64
Pearcedale - Tooradin,0,1,64
Plenty - Yarrambat,0,1,64
Point Cook - East,0,1,64
Point Cook - North,0,1,64
Point Cook - South,0,1,64
Point Nepean,0,1,64
Port Melbourne,0,1,64
Port Melbourne Industrial,0,1,64
Prahran - Windsor,0,1,64
Preston - East,0,1,64
Preston - West,0,1,64
Research - North Warrandyte,0,1,64
Reservoir - East,0,1,64
Reservoir - West,0,1,64
Richmond (Vic.),0,1,64
Riddells Creek,0,1,64
Ringwood,0,1,64
Ringwood East,0,1,64
Ringwood North,0,1,64
Rockbank - Mount Cottrell,0,1,64
Romsey,0,1,64
Rosebud - McCrae,0,1,64
Rowville - Central,0,1,64
Rowville - North,0,1,64
Rowville - South,0,1,64
Roxburgh Park - Somerton,0,1,64
Sandringham - Black Rock,0,1,64
Seabrook,0,1,64
Seaford (Vic.),0,1,64
Seddon - Kingsville,0,1,64
Skye - Sandhurst,0,1,64
Somerville,0,1,64
Southbank,0,1,64
South Melbourne,0,1,64
South Morang (North),0,1,64
South Morang (South),0,1,64
South Yarra - East,0,1,64
South Yarra - West,0,1,64
Springvale,0,1,64
Springvale South,0,1,64
St Albans - North,0,1,64
St Albans - South,0,1,64
St Kilda,0,1,64
St Kilda East,0,1,64
Strathmore,0,1,64
Sunbury,0,1,64
Sunbury - South,0,1,64
Sunshine,0,1,64
Sunshine North,0,1,64
Sunshine West,0,1,64
Surrey Hills (East) - Mont Albert,0,1,64
Surrey Hills (West) - Canterbury,0,1,64
Sydenham,0,1,64
Tarneit,0,1,64
Taylors Hill,0,1,64
Taylors Lakes,0,1,64
Templestowe,0,1,64
Templestowe Lower,0,1,64
The Basin,0,1,64
Thomastown,0,1,64
Thornbury,0,1,64
Toorak,0,1,64
Truganina,0,1,64
Tullamarine,0,1,64
Upwey - Tecoma,0,1,64
Vermont,0,1,64
Vermont South,0,1,64
Viewbank - Yallambie,0,1,64
Wallan,0,1,64
Wandin - Seville,0,1,64
Wantirna,0,1,64
Wantirna South,0,1,64
Warrandyte - Wonga Park,0,1,64
Watsonia,0,1,64
Wattle Glen - Diamond Creek,0,1,64
Werribee - East,0,1,64
Werribee - South,0,1,64
Werribee - West,0,1,64
West Footscray - Tottenham,0,1,64
Wheelers Hill,0,1,64
Whittlesea,0,1,64
Williamstown,0,1,64
Wollert,0,1,64
Wyndham Vale,0,1,64
Yarra - North,0,1,64
Yarra Valley,0,1,64
Yarraville,0,1,64
