V1;V2;V3;V4;V5
0;153926;0;153926;0
0;58875;0;58875;0
0;72826;0;72826;0
0;58492;0;58492;0
0;366;0;366;0
0;28609;0;28609;0
0;74700;0;74700;0
0;60187;0;60187;0
0;138848;0;138848;0
0;115393;0;115393;0
0;95524;0;95524;0
0;53257;0;53257;0
0;88330;0;88330;0
0;79713;0;79713;0
0;105314;0;105314;0
0;90974;0;90974;0
0;151489;0;151489;0
0;106113;0;106113;0
0;47114;0;47114;0
0;47459;0;47459;0
0;91362;0;91362;0
0;104334;0;104334;0
0;110635;0;110635;0
0;130335;0;130335;0
0;80745;0;80745;0
0;72395;0;72395;0
0;80328;0;80328;0
0;79287;0;79287;0
0;62152;0;62152;0
0;86172;0;86172;0
0;92902;0;92902;0
0;38423;0;38423;0
0;16780;0;16780;0
0;63549;0;63549;0
0;39050;0;39050;0
0;44184;0;44184;0
0;62566;0;62566;0
0;129507;0;129507;0
0;64555;0;64555;0
0;124943;0;124943;0
0;32534;0;32534;0
0;88184;0;88184;0
0;48914;0;48914;0
0;17473;0;17473;0
0;61965;0;61965;0
0;44131;0;44131;0
0;67792;0;67792;0
0;35029;0;35029;0
0;99516;0;99516;0
0;116184;0;116184;0
0;27492;0;27492;0
0;94823;0;94823;0
0;48472;0;48472;0
0;25468;0;25468;0
0;17158;0;17158;0
0;112460;0;112460;0
0;107401;0;107401;0
0;52456;0;52456;0
0;58597;0;58597;0
0;145112;0;145112;0
0;195;0;195;0
0;94688;0;94688;0
0;83173;0;83173;0
0;67351;0;67351;0
0;74230;0;74230;0
0;79832;0;79832;0
0;56196;0;56196;0
0;85884;0;85884;0
0;29487;0;29487;0
0;90412;0;90412;0
0;33046;0;33046;0
0;79392;0;79392;0
0;42830;0;42830;0
0;104327;0;104327;0
0;110989;0;110989;0
0;140002;0;140002;0
0;52713;0;52713;0
0;86638;0;86638;0
0;45290;0;45290;0
0;87776;0;87776;0
0;80301;0;80301;0
0;94528;0;94528;0
0;91472;0;91472;0
0;52877;0;52877;0
0;123475;0;123475;0
0;26877;0;26877;0
0;113314;0;113314;0
0;92710;0;92710;0
0;35712;0;35712;0
0;154874;0;154874;0
0;38446;0;38446;0
0;92815;0;92815;0
0;136196;0;136196;0
0;60713;0;60713;0
0;105976;0;105976;0
0;75887;0;75887;0
0;67088;0;67088;0
0;107774;0;107774;0
0;23990;0;23990;0
0;23573;0;23573;0
0;122290;0;122290;0
0;49621;0;49621;0
0;37525;0;37525;0
0;37334;0;37334;0
0;140708;0;140708;0
0;100157;0;100157;0
0;103889;0;103889;0
0;0;0;0;0
0;127034;0;127034;0
0;164560;0;164560;0
0;30164;0;30164;0
0;147469;0;147469;0
0;130190;0;130190;0
0;175962;0;175962;0
0;18109;0;18109;0
0;99328;0;99328;0
0;109452;0;109452;0
0;45242;0;45242;0
0;8935;0;8935;0
0;44110;0;44110;0
0;133526;0;133526;0
0;69057;0;69057;0
0;34771;0;34771;0
0;45539;0;45539;0
0;71512;0;71512;0
0;86628;0;86628;0
0;22891;0;22891;0
0;103800;0;103800;0
0;51318;0;51318;0
0;49908;0;49908;0
0;92963;0;92963;0
0;69251;0;69251;0
0;170272;0;170272;0
0;113014;0;113014;0
0;44117;0;44117;0
0;80223;0;80223;0
0;95914;0;95914;0
0;54131;0;54131;0
0;96533;0;96533;0
0;74985;0;74985;0
0;176740;0;176740;0
0;115511;0;115511;0
0;44121;0;44121;0
0;58129;0;58129;0
0;128968;0;128968;0
0;45457;0;45457;0
0;50321;0;50321;0
0;81251;0;81251;0
0;52163;0;52163;0
0;80952;0;80952;0
0;50220;0;50220;0
0;96450;0;96450;0
0;63215;0;63215;0
0;74913;0;74913;0
0;77974;0;77974;0
0;69143;0;69143;0
0;101353;0;101353;0
0;108451;0;108451;0
0;87079;0;87079;0
0;46260;0;46260;0
0;39291;0;39291;0
0;49876;0;49876;0
0;53688;0;53688;0
0;55892;0;55892;0
0;96739;0;96739;0
0;54401;0;54401;0
0;36232;0;36232;0
0;70463;0;70463;0
0;84915;0;84915;0
0;43623;0;43623;0
0;50850;0;50850;0
0;59256;0;59256;0
0;153957;0;153957;0
0;60219;0;60219;0
0;59700;0;59700;0
0;95583;0;95583;0
0;36608;0;36608;0
0;83768;0;83768;0
0;83391;0;83391;0
0;48252;0;48252;0
0;88338;0;88338;0
0;81250;0;81250;0
