SA2;KLD
Clayton South;0.0004202417443356
Coburg;0.000274444161324498
Coburg North;0.000344068774433339
Collingwood;3.61386415183904e-05
Craigieburn - Mickleham;0.000137971295120288
Cranbourne;0.000245955930107457
Cranbourne East;0.00017829501004133
Cranbourne North;5.92594304984205e-05
Cranbourne South;0.000722814479818546
Cranbourne West;7.56961718210481e-05
Croydon;0.00034646425265543
Croydon Hills - Warranwood;0.000309854274546593
Dandenong;3.94538288289697e-05
Dandenong North;0.00025294472268256
Deer Park - Derrimut;8.06123895964715e-05
Delahey;0.000437567760464145
Dingley Village;0.00041217644488686
Docklands;0.000210719376075655
Doncaster;0.000304766168970962
Doncaster East;0.000470459749233871
Donvale - Park Orchards;0.000419839181154834
Doveton;0.000164146484798359
Dromana;0.000371876147371138
East Melbourne;0.000287718175606869
Edithvale - Aspendale;0.000207952261800238
Elsternwick;0.000186208807551171
Eltham;0.000442055697480959
Elwood;0.00015254802202062
Emerald - Cockatoo;0.000512568537067982
Endeavour Hills;0.000344491917296664
Epping;0.00023142427022823
Essendon - Aberfeldie;0.000256966058338579
Fawkner;0.000124115387388157
Ferntree Gully;0.00029743729316988
Fitzroy;1.32590550897729e-05
Fitzroy North;1.76905681049132e-05
Flemington;9.25114660066429e-05
Flemington Racecourse;0.471741531672198
Flinders;0.000425784517272391
Footscray;0.000203793569924694
Forest Hill;8.891192757537e-05
Frankston;0.000307056222505848
Frankston North;0.000545211801253429
Frankston South;0.000325553196945483
Gisborne;0.00050569056975438
Gladstone Park - Westmeadows;0.000302194451496232
Glen Iris - East;0.000249421692726868
Glen Waverley - East;0.000155406616978668
Glen Waverley - West;0.000148868308155848
Glenroy - Hadfield;0.000533771728812965
Greensborough;0.000294457007315446
Greenvale - Bulla;0.000123111124491467
Hallam;7.7255209631538e-05
Hampton;0.000259317437674122
Hampton Park - Lynbrook;0.000143412939102901
Hastings - Somers;0.000399510165492072
Hawthorn;0.00023749797948008
Hawthorn East;0.000231522733083026
Healesville - Yarra Glen;0.000461911073558503
Heidelberg - Rosanna;0.000248581909610211
Heidelberg West;0.000464926915105531
Hillside;0.00020936611917838
Hoppers Crossing - North;0.000351133601768975
Hoppers Crossing - South;0.000238289450030697
Hughesdale;0.000254750035858513
Hurstbridge;0.000904050997138514
Ivanhoe;0.000195433813427316
Ivanhoe East - Eaglemont;0.000386019304272076
Keilor;0.000323084541753284
Keilor Downs;0.000242620689160516
Keilor East;0.000173954398684297
Kensington;0.000285718894198165
Kew;0.000360274417872201
Kew East;0.000259385982371742
Keysborough;8.14826788685419e-05
Kilsyth;0.000272239087842366
Kinglake;0.000962081016026992
Kings Park (Vic.);0.000119715284683569
Kingsbury;9.84572570449299e-05
Knoxfield - Scoresby;0.000328222376521176
Koo Wee Rup;0.00020949417451996
Lalor;9.7537200388358e-05
Langwarrin;0.000464802063463059
Laverton;0.000325088091251958
Lilydale - Coldstream;0.000484552140080082
Lynbrook - Lyndhurst;0.00016239757928207
Lysterfield;0.000271774376613824
Macedon;0.00133352647953679
Malvern - Glen Iris;0.000258927309875749
Malvern East;0.000378768245344115
Maribyrnong;0.00011604798088851
Meadow Heights;0.000157077371751855
Melbourne;4.85758645414139e-05
Melbourne Airport;0.616412466226943
Melton;0.000506783996889015
Melton South;0.000559228393933394
Melton West;0.000278814877218902
Mentone;9.72388048445845e-05
Mill Park - North;0.000241547258733728
Mill Park - South;0.000195776591438651
Mitcham (Vic.);0.000259567945499177
Monbulk - Silvan;0.00123248676047867
Montmorency - Briar Hill;0.000351754149957393
Montrose;0.000505767314931765
Moonee Ponds;0.000232699857497097
Moorabbin - Heatherton;0.000252664862963383
Mooroolbark;0.000361543052323167
Mordialloc - Parkdale;0.00018134766106132
Mornington;0.000307683492342553
Mount Dandenong - Olinda;0.000305744053205533
Mount Eliza;0.000264136335507052
Mount Evelyn;0.000753240242337563
Mount Martha;0.0002528520764984
Mount Waverley - North;0.000181034972941527
Mount Waverley - South;0.000186693328481694
Mulgrave;0.000278022397529271
Murrumbeena;0.000108027373112162
Narre Warren;0.000158231582656354
Narre Warren North;0.00026881151874127
Narre Warren South;9.18824431682981e-05
Newport;0.000236774294811587
Niddrie - Essendon West;2.52557047454462e-05
Noble Park;5.83201241139715e-05
Noble Park North;9.58179812767322e-05
North Melbourne;3.82037932809465e-05
Northcote;0.000224245692668813
Nunawading;0.000182503597752368
Oakleigh - Huntingdale;0.000126258259520862
Ormond - Glen Huntly;0.00017702319590931
Pakenham - North;0.000243363278825327
Pakenham - South;0.000203491381664154
Panton Hill - St Andrews;0.00142163686514371
Parkville;0.00029763165066049
Pascoe Vale;0.000100411627749987
Pascoe Vale South;0.000371386339695515
Pearcedale - Tooradin;0.000841758337251427
Plenty - Yarrambat;0.00202736089688853
Point Cook;0.000269433266519582
Point Nepean;0.000266939618511395
Port Melbourne;0.000264782797367081
Port Melbourne Industrial;nan
Prahran - Windsor;0.000196280610663618
Preston;0.00046506468343331
Research - North Warrandyte;0.000252957069041862
Reservoir - East;6.66989334327554e-05
Reservoir - West;0.000127283559975372
Richmond (Vic.);0.000107747248450756
Riddells Creek;0.000885612879588915
Ringwood;0.000179361672487959
Ringwood East;0.000133468797757785
Ringwood North;0.000552672099261638
Rockbank - Mount Cottrell;0.00242983476915495
Romsey;0.000243454007863872
Rosebud - McCrae;0.000229783105432071
Rowville - Central;0.000577347891788698
Rowville - North;0.000109926067927767
Rowville - South;0.000241620631052155
Roxburgh Park - Somerton;0.000435923540449918
Sandringham - Black Rock;0.000410311130198965
Seabrook;0.000224163566041121
Seaford (Vic.);0.00019525767384718
Seddon - Kingsville;7.32835448768617e-05
Skye - Sandhurst;0.00028426884940188
Somerville;0.000517805496358587
South Melbourne;0.000217732835351872
South Morang;0.000223382760344255
South Yarra - East;0.00044996958142504
South Yarra - West;0.000366156971393406
Southbank;2.08700932668205e-05
Springvale;6.31402983025753e-05
Springvale South;0.000149559202055383
St Albans - North;6.98826405833106e-05
St Albans - South;0.000205461793793625
St Kilda;0.000206101873501814
St Kilda East;0.000335922155330916
Strathmore;0.0181190333975873
Sunbury;0.000222883174441286
Sunbury - South;0.000216450932897203
Sunshine;0.000363922788573022
Sunshine North;4.17871941261175e-05
Sunshine West;0.000439928557879267
Surrey Hills (East) - Mont Albert;0.000117840725484803
Surrey Hills (West) - Canterbury;0.000202908955527175
Sydenham;2.86576650978435e-05
Tarneit;0.000288649311290094
Taylors Hill;0.000118932968810234
Taylors Lakes;0.000105530470912296
Templestowe;0.000409939543636931
Templestowe Lower;0.000324532640113531
Thomastown;0.00013686953341954
Thornbury;0.000701709057253601
Toorak;0.00071094834978061
Truganina;1.74241352545137e-05
Tullamarine;0.00024243552528093
Upwey - Tecoma;0.000913691146024283
Vermont;0.00047674845917041
Vermont South;0.000198518177478251
Viewbank - Yallambie;0.000338478025264385
Wallan;0.000313903861897901
Wandin - Seville;0.000258677143970212
Wantirna;0.000485083245925942
Wantirna South;0.000584653508025743
Warrandyte - Wonga Park;0.000666705125592606
Watsonia;0.000283576590020944
Wattle Glen - Diamond Creek;0.000730676928165926
Werribee;0.000460493019011898
Werribee - South;0.000477692463433498
West Footscray - Tottenham;0.000190078118864347
Wheelers Hill;0.00057718266273817
Whittlesea;0.00219655049800884
Williamstown;0.000221510210776152
Wyndham Vale;0.000313301368000355
Yarra - North;0.000216342956582461
Yarra Valley;0.00044032234628325
Yarraville;0.000185683962254533
