"SA2","p-value
mu= 2","Equivalent
alpha=0.05
confidence=90%"
"Forest Hill","0.0247022258002336","1"
"Frankston","0.649840845111297","0"
"Frankston North","0.535814128086205","0"
"Frankston South","0.161302120690268","0"
"Gisborne","0.00202264802748294","1"
"Gladstone Park - Westmeadows","0.358003341830181","0"
"Glen Iris - East","0.139487783384836","0"
"Glenroy - Hadfield","0.812764818211101","0"
"Glen Waverley - East","0.431097666310902","0"
"Glen Waverley - West","0.323203369507754","0"
"Greensborough","0.743976439709003","0"
"Greenvale - Bulla","1.28295210879509e-06","1"
"Hallam","1.27650843794785e-05","1"
"Hampton","0.000382855384363013","1"
"Hampton Park - Lynbrook","0.190620717577945","0"
"Hastings - Somers","0.0024635250442457","1"
"Hawthorn","0.0469478078016","1"
"Hawthorn East","0.0165914699928564","1"
"Healesville - Yarra Glen","0.000118084695644029","1"
"Heidelberg - Rosanna","0.107815247043432","0"
"Heidelberg West","0.544709729283065","0"
"Hillside","0.000681385507837778","1"
"Hoppers Crossing - North","0.114192788233834","0"
"Hoppers Crossing - South","0.520476668914096","0"
"Hughesdale","0.0022786461864032","1"
"Hurstbridge","5.8894830154119e-07","1"
"Ivanhoe","4.45424117564612e-05","1"
"Ivanhoe East - Eaglemont","0.00103829051123307","1"
"Keilor","0.000117468439007111","1"
"Keilor Downs","0.000111738477514256","1"
"Keilor East","0.641485996133851","0"
"Kensington","1.48957305796853e-06","1"
"Kew","0.531262314422049","0"
"Kew East","4.60025593582632e-10","1"
"Keysborough","0.253653846166035","0"
"Kilsyth","2.13472507484268e-08","1"
"Kinglake","9.34136456479973e-11","1"
"Kingsbury","1.25935765137837e-07","1"
"Kings Park (Vic.)","0.0857472801102736","0"
"Knoxfield - Scoresby","0.0124499572119954","1"
"Koo Wee Rup","1.34784633070814e-09","1"
"Lalor","0.0166776984673152","1"
"Langwarrin","0.551414108824698","0"
"Laverton","4.66472479725711e-08","1"
"Lilydale - Coldstream","0.00457624710896647","1"
"Lynbrook - Lyndhurst","3.20329598596141e-05","1"
"Lysterfield","1.23825015495291e-08","1"
"Macedon","7.33819336208022e-11","1"
"Malvern East","0.29875108959659","0"
"Malvern - Glen Iris","0.203093617764946","0"
"Maribyrnong","1.20933511904006e-07","1"
"Meadow Heights","0.0183111610226183","1"
"Melbourne","1.21828927798263e-06","1"
"Melbourne Airport","7.80401842745243e-12","1"
"Melton","0.155848525827675","0"
"Melton South","0.167873108366505","0"
"Melton West","0.0167982434622688","1"
"Mentone","1.28289486737261e-08","1"
"Mill Park - North","0.212235003179238","0"
"Mill Park - South","0.0988129115985532","0"
"Mitcham (Vic.)","0.114718348130634","0"
"Monbulk - Silvan","1.20580742368737e-07","1"
"Montmorency - Briar Hill","0.0714947291368692","0"
"Montrose","1.72756903583612e-08","1"
"Moonee Ponds","0.0881972102915295","0"
"Moorabbin - Heatherton","0.00402561890705877","1"
"Mooroolbark","0.326961705251811","0"
"Mordialloc - Parkdale","0.00238931271707592","1"
"Mornington","0.289915957352261","0"
"Mount Dandenong - Olinda","3.68203685049058e-05","1"
"Mount Eliza","0.0881956542037142","0"
"Mount Evelyn","1.26869843469212e-08","1"
"Mount Martha","0.00392249641320944","1"
"Mount Waverley - North","0.143869967265591","0"
"Mount Waverley - South","0.517983754516133","0"
"Mulgrave","0.581448656020489","0"
"Murrumbeena","9.28380678155934e-06","1"
"Narre Warren","0.442801344312228","0"
"Narre Warren North","3.94968809368713e-05","1"
"Narre Warren South","0.0417379505721355","1"
"Newport","0.0136215612762878","1"
"Niddrie - Essendon West","1.37744578587909e-11","1"
"Noble Park","0.00589653941773175","1"
"Noble Park North","4.95499516066227e-07","1"
"Northcote","0.0439278892683913","1"
"North Melbourne","0.000525465072527094","1"
"Nunawading","5.79414397241923e-07","1"
"Oakleigh - Huntingdale","0.134056745465179","0"
"Ormond - Glen Huntly","0.0242979353481725","1"
"Pakenham - North","0.000165044687626215","1"
"Pakenham - South","0.0344731255011608","1"
"Panton Hill - St Andrews","3.19304207082865e-05","1"
"Parkville","3.25040596738285e-06","1"
"Pascoe Vale","0.523191822175024","0"
"Pascoe Vale South","0.0126136306255629","1"
"Pearcedale - Tooradin","6.63502369096502e-05","1"
"Plenty - Yarrambat","1.2456967526356e-06","1"
"Point Cook","0.109093044935781","0"
"Point Nepean","0.000908941362245333","1"
"Port Melbourne","1.61866373932868e-05","1"
"Port Melbourne Industrial","1.0195516473442e-11","1"
"Prahran - Windsor","4.97683387284037e-06","1"
"Preston","0.684312245312862","0"
"Research - North Warrandyte","3.52812564275122e-06","1"
"Reservoir - East","0.047409237324414","1"
"Reservoir - West","0.712891213875062","0"
"Richmond (Vic.)","0.106196290001897","0"
"Riddells Creek","4.73009091241439e-11","1"
"Ringwood","0.20739054909573","0"
"Ringwood East","0.147690773352816","0"
"Ringwood North","0.000680952607817694","1"
"Rockbank - Mount Cottrell","5.57584941202181e-11","1"
"Romsey","0.000363596269590959","1"
"Rosebud - McCrae","0.0568944252953736","0"
"Rowville - Central","0.212957992692364","0"
"Rowville - North","2.4337512279679e-06","1"
"Rowville - South","0.0114222721215505","1"
"Roxburgh Park - Somerton","0.00702523207931712","1"
"Sandringham - Black Rock","0.00374977236525812","1"
"Seabrook","3.6154259645178e-08","1"
"Seaford (Vic.)","0.0106356997435788","1"
"Seddon - Kingsville","1.6547960016398e-06","1"
"Skye - Sandhurst","0.00233412766847388","1"
"Somerville","0.531675619987024","0"
"Southbank","1.17917466000797e-06","1"
"South Melbourne","1.38118436173814e-07","1"
"South Morang","0.777151958038964","0"
"South Yarra - East","0.0162403859234547","1"
"South Yarra - West","1.24440381451551e-08","1"
"Springvale","3.17818779639579e-05","1"
"Springvale South","0.00237081106939683","1"
"St Albans - North","0.0913132542743505","0"
"St Albans - South","0.185125449893529","0"
"St Kilda","0.000753142736468633","1"
"St Kilda East","5.80488250620568e-06","1"
"Strathmore","7.39269760856288e-09","1"
"Sunbury","0.00352449042443548","1"
"Sunbury - South","0.244398328243995","0"
"Sunshine","0.0655053518283621","0"
"Sunshine North","7.24042415915917e-05","1"
"Sunshine West","0.443827941023084","0"
"Surrey Hills (East) - Mont Albert","4.30315767919347e-05","1"
"Surrey Hills (West) - Canterbury","0.0111148157026256","1"
"Sydenham","2.16984619553671e-09","1"
"Tarneit","0.312962045305512","0"
"Taylors Hill","0.000219037319060181","1"
"Taylors Lakes","0.0183769811433975","1"
"Templestowe","0.636628304012062","0"
"Templestowe Lower","0.510546748090775","0"
"Thomastown","0.243640122028359","0"
"Thornbury","0.000290561350469296","1"
"Toorak","0.0497091607516774","1"
"Truganina","1.24026556334907e-06","1"
"Tullamarine","1.80594107234195e-09","1"
"Upwey - Tecoma","8.17280834499922e-09","1"
"Vermont","0.000602936838180648","1"
"Vermont South","0.0269370265087745","1"
"Viewbank - Yallambie","0.192113679849435","0"
"Wallan","0.00355517419552751","1"
"Wandin - Seville","1.00545080660184e-08","1"
"Wantirna","0.147302010536037","0"
"Wantirna South","0.622927660092609","0"
"Warrandyte - Wonga Park","0.0026833472305503","1"
"Watsonia","0.00079731582520332","1"
"Wattle Glen - Diamond Creek","7.04555176596313e-05","1"
"Werribee","0.519176588827648","0"
"Werribee - South","0.314630960862169","0"
"West Footscray - Tottenham","0.0127205224602257","1"
"Wheelers Hill","0.691094647612841","0"
"Whittlesea","7.00131120392332e-10","1"
"Williamstown","0.0614450451366489","0"
"Wyndham Vale","0.252406927858149","0"
"Yarra - North","5.9229788678224e-07","1"
"Yarra Valley","0.328433670926331","0"
"Yarraville","0.0165852524348996","1"
