SA2;FT statistic;FT p-value;FT degrees of freedom
Sunshine North;2.52435489670724e-29;1;nan
Sunshine West;5.36425415550288e-29;1;nan
Surrey Hills (East) - Mont Albert;0;1;nan
Surrey Hills (West) - Canterbury;9.86076131526265e-31;1;nan
Sydenham;5.04870979341448e-29;1;nan
Tarneit;1.36078506150625e-29;1;nan
Taylors Hill;0;1;nan
Taylors Lakes;0;1;nan
Templestowe;3.15544362088405e-30;1;nan
Templestowe Lower;0;1;nan
Thomastown;5.04870979341448e-29;1;nan
Thornbury;1.51855724255045e-29;1;nan
Toorak;2.01948391736579e-28;1;nan
Truganina;1.26217744835362e-29;1;nan
Tullamarine;0;1;nan
Upwey - Tecoma;0;1;nan
Vermont;0;1;nan
Vermont South;0;1;nan
Viewbank - Yallambie;0;1;nan
Wallan;9.86076131526265e-31;1;nan
Wandin - Seville;1.4791141972894e-29;1;nan
Wantirna;0;1;nan
Wantirna South;3.15544362088405e-30;1;nan
Warrandyte - Wonga Park;0;1;nan
Watsonia;2.36658271566304e-30;1;nan
Wattle Glen - Diamond Creek;0;1;nan
Werribee;8.28303950482062e-30;1;nan
Werribee - South;1.97215226305253e-30;1;nan
West Footscray - Tottenham;0;1;nan
Wheelers Hill;1.34106353887572e-29;1;nan
Whittlesea;0;1;nan
Williamstown;1.41994962939782e-29;1;nan
Wyndham Vale;1.07876728788973e-28;1;nan
Yarra - North;3.15544362088405e-30;1;nan
Yarra Valley;7.88860905221012e-31;1;nan
Yarraville;3.94430452610506e-30;1;nan
