SA2;Cosine similarity
Seaford (Vic.);0.999841337452932
Seddon - Kingsville;0.99998875253489
Skye - Sandhurst;0.999817838094054
Somerville;0.999659580158275
South Melbourne;0.999792886012689
South Morang;0.999937161014067
South Yarra - East;0.999791280678966
South Yarra - West;0.999852703935847
Southbank;0.999989806398875
Springvale;0.999949833777671
Springvale South;0.999951763390442
St Albans - North;0.999947444086601
St Albans - South;0.999857049688638
St Kilda;0.999920481662516
St Kilda East;0.999905683867908
Strathmore;0.999715990326959
Sunbury;0.999869483772799
Sunbury - South;0.999829501328077
Sunshine;0.99983753671332
Sunshine North;0.999977111061461
Sunshine West;0.9999344405658
Surrey Hills (East) - Mont Albert;0.999917398254273
Surrey Hills (West) - Canterbury;0.99986211808718
Sydenham;0.999978425901775
Tarneit;0.999961370111523
Taylors Hill;0.999978544740319
Taylors Lakes;0.999950584738664
Templestowe;0.999795174722649
Templestowe Lower;0.999733730520488
Thomastown;0.999916356595394
Thornbury;0.999843137860865
Toorak;0.9993447734083
Truganina;0.999992538092725
Tullamarine;0.999890323027371
Upwey - Tecoma;0.999465040824581
Vermont;0.999797979524195
Vermont South;0.999871615322747
Viewbank - Yallambie;0.999809320924652
Wallan;0.999769773548449
Wandin - Seville;0.999937998378337
Wantirna;0.999607753245558
Wantirna South;0.999658241383027
Warrandyte - Wonga Park;0.999618750175895
Watsonia;0.999715854042791
Wattle Glen - Diamond Creek;0.999702544616662
Werribee;0.99987339435775
Werribee - South;0.999633066218664
West Footscray - Tottenham;0.99993097481288
Wheelers Hill;0.99963106698495
Whittlesea;0.999724028963736
Williamstown;0.999823423496219
Wyndham Vale;0.99992355476826
Yarra - North;0.99985694412577
Yarra Valley;0.999645988950177
Yarraville;0.999881625172419
