SA2,APD,APD%,Population size
Lysterfield,Inf,Inf,0
Macedon,Inf,Inf,0
Malvern - Glen Iris,Inf,Inf,0
Malvern East,Inf,Inf,0
Maribyrnong,Inf,Inf,0
Meadow Heights,Inf,Inf,0
Melbourne,Inf,Inf,0
Melbourne Airport,Inf,Inf,0
Melton,Inf,Inf,0
Melton South,Inf,Inf,0
Melton West,Inf,Inf,0
Mentone,Inf,Inf,0
Mernda,Inf,Inf,0
Mickleham - Yuroke,Inf,Inf,0
Mill Park - North,Inf,Inf,0
Mill Park - South,Inf,Inf,0
Mitcham (Vic.),Inf,Inf,0
Monbulk - Silvan,Inf,Inf,0
Montmorency - Briar Hill,Inf,Inf,0
Montrose,Inf,Inf,0
Moonee Ponds,Inf,Inf,0
Moorabbin - Heatherton,Inf,Inf,0
Mooroolbark,Inf,Inf,0
Mordialloc - Parkdale,Inf,Inf,0
Mornington,Inf,Inf,0
Mount Dandenong - Olinda,Inf,Inf,0
Mount Eliza,Inf,Inf,0
Mount Evelyn,Inf,Inf,0
Mount Martha,Inf,Inf,0
Mount Waverley - North,Inf,Inf,0
Mount Waverley - South,Inf,Inf,0
Mulgrave,Inf,Inf,0
Murrumbeena,Inf,Inf,0
Narre Warren - North East,Inf,Inf,0
Narre Warren - South West,Inf,Inf,0
Narre Warren North,Inf,Inf,0
Narre Warren South (East),Inf,Inf,0
Narre Warren South (West),Inf,Inf,0
Newport,Inf,Inf,0
Niddrie - Essendon West,Inf,Inf,0
Noble Park - East,Inf,Inf,0
Noble Park - West,Inf,Inf,0
Noble Park North,Inf,Inf,0
North Melbourne,Inf,Inf,0
Northcote,Inf,Inf,0
Nunawading,Inf,Inf,0
Oakleigh - Huntingdale,Inf,Inf,0
Ormond - Glen Huntly,Inf,Inf,0
Pakenham - North,Inf,Inf,0
Pakenham - South,Inf,Inf,0
Panton Hill - St Andrews,Inf,Inf,0
Parkville,Inf,Inf,0
Pascoe Vale,Inf,Inf,0
Pascoe Vale South,Inf,Inf,0
Pearcedale - Tooradin,Inf,Inf,0
Plenty - Yarrambat,Inf,Inf,0
Point Cook - East,Inf,Inf,0
Point Cook - North,Inf,Inf,0
Point Cook - South,Inf,Inf,0
Point Nepean,Inf,Inf,0
Port Melbourne,Inf,Inf,0
Port Melbourne Industrial,Inf,Inf,0
Prahran - Windsor,Inf,Inf,0
Preston - East,Inf,Inf,0
Preston - West,Inf,Inf,0
Research - North Warrandyte,Inf,Inf,0
Reservoir - East,Inf,Inf,0
Reservoir - West,Inf,Inf,0
Richmond (Vic.),Inf,Inf,0
Riddells Creek,Inf,Inf,0
Ringwood,Inf,Inf,0
Ringwood East,Inf,Inf,0
Ringwood North,Inf,Inf,0
Rockbank - Mount Cottrell,Inf,Inf,0
Romsey,Inf,Inf,0
Rosebud - McCrae,Inf,Inf,0
Rowville - Central,Inf,Inf,0
Rowville - North,Inf,Inf,0
Rowville - South,Inf,Inf,0
Roxburgh Park - Somerton,Inf,Inf,0
Sandringham - Black Rock,Inf,Inf,0
Seabrook,Inf,Inf,0
Seaford (Vic.),Inf,Inf,0
Seddon - Kingsville,Inf,Inf,0
Skye - Sandhurst,Inf,Inf,0
Somerville,Inf,Inf,0
South Melbourne,Inf,Inf,0
South Morang (North),Inf,Inf,0
South Morang (South),Inf,Inf,0
South Yarra - East,Inf,Inf,0
South Yarra - West,Inf,Inf,0
Southbank,Inf,Inf,0
Springvale,Inf,Inf,0
Springvale South,Inf,Inf,0
St Albans - North,Inf,Inf,0
St Albans - South,Inf,Inf,0
St Kilda,Inf,Inf,0
St Kilda East,Inf,Inf,0
Strathmore,Inf,Inf,0
Sunbury,Inf,Inf,0
Sunbury - South,Inf,Inf,0
Sunshine,Inf,Inf,0
Sunshine North,Inf,Inf,0
Sunshine West,Inf,Inf,0
Surrey Hills (East) - Mont Albert,Inf,Inf,0
Surrey Hills (West) - Canterbury,Inf,Inf,0
Sydenham,Inf,Inf,0
Tarneit,Inf,Inf,0
Taylors Hill,Inf,Inf,0
Taylors Lakes,Inf,Inf,0
Templestowe,Inf,Inf,0
Templestowe Lower,Inf,Inf,0
The Basin,Inf,Inf,0
Thomastown,Inf,Inf,0
Thornbury,Inf,Inf,0
Toorak,Inf,Inf,0
Truganina,Inf,Inf,0
Tullamarine,Inf,Inf,0
Upwey - Tecoma,Inf,Inf,0
Vermont,Inf,Inf,0
Vermont South,Inf,Inf,0
Viewbank - Yallambie,Inf,Inf,0
Wallan,Inf,Inf,0
Wandin - Seville,Inf,Inf,0
Wantirna,Inf,Inf,0
Wantirna South,Inf,Inf,0
Warrandyte - Wonga Park,Inf,Inf,0
Watsonia,Inf,Inf,0
Wattle Glen - Diamond Creek,Inf,Inf,0
Werribee - East,Inf,Inf,0
Werribee - South,Inf,Inf,0
Werribee - West,Inf,Inf,0
West Footscray - Tottenham,Inf,Inf,0
Wheelers Hill,Inf,Inf,0
Whittlesea,Inf,Inf,0
Williamstown,Inf,Inf,0
Wollert,Inf,Inf,0
Wyndham Vale,Inf,Inf,0
Yarra - North,Inf,Inf,0
Yarra Valley,Inf,Inf,0
Yarraville,Inf,Inf,0
