SA2,APD,APD%,Population size
Croydon South,0.0401122593718338,4.01122593718338,4512
Dandenong,0.0427643406242674,4.27643406242674,27555
Dandenong North,0.040591229762919,4.0591229762919,21231
Deer Park - Derrimut,0.028487535939627,2.8487535939627,24543
Delahey,0.0376467187123802,3.76467187123802,7839
Dingley Village,0.0643688283561021,6.43688283561021,9821
Docklands,0.0108456504707164,1.08456504707164,9483
Doncaster,0.0532887095154656,5.32887095154656,19927
Doncaster East (North),0.0479904673374883,4.79904673374883,14097
Doncaster East (South),0.0371557455157425,3.71557455157425,13214
Donvale - Park Orchards,0.0584432462930542,5.84432462930542,15133
Doreen,0.0209795612793074,2.09795612793074,20253
Doveton,0.0285982065874847,2.85982065874847,10315
Dromana,0.0649766340900338,6.49766340900338,9857
East Melbourne,0.0286051309410478,2.86051309410478,4076
Edithvale - Aspendale,0.0440126834737492,4.40126834737492,11792
Elsternwick,0.0335869822657452,3.35869822657452,10585
Eltham,0.0575101326856869,5.75101326856869,21999
Elwood,0.0206215555208929,2.06215555208929,13744
Emerald - Cockatoo,0.0419707021920996,4.19707021920996,16646
Endeavour Hills - North,0.0259239479421936,2.59239479421936,11293
Endeavour Hills - South,0.0315095322053984,3.15095322053984,12833
Epping - East,0.02585132021374,2.585132021374,12333
Epping - South,0.0264611126298524,2.64611126298524,7750
Epping - West,0.0181494149838805,1.81494149838805,10371
Essendon - Aberfeldie,0.0317882647535237,3.17882647535237,25562
Fawkner,0.0645030968784704,6.45030968784704,12718
Ferntree Gully (North),0.0297288733285076,2.97288733285076,12959
Ferntree Gully (South) - Upper Ferntree Gully,0.0373166291007096,3.73166291007096,13977
Fitzroy,0.0314214825002952,3.14214825002952,8783
Fitzroy North,0.0246742674560363,2.46742674560363,11249
Flemington,0.0254699212455801,2.54699212455801,8886
Flemington Racecourse,0.180533751962323,18.0533751962323,52
Flinders,0.138567031296786,13.8567031296786,4714
Footscray,0.0298528142073164,2.98528142073164,14402
Forest Hill,0.0444413711804773,4.44413711804773,10089
Frankston,0.0452439493622412,4.52439493622412,20371
Frankston North,0.0488786917025122,4.88786917025122,17524
Frankston South,0.0477692169912832,4.77692169912832,17035
Gisborne,0.051423456826116,5.1423456826116,11992
Gladstone Park - Westmeadows,0.0251704531896385,2.51704531896385,16488
Glen Iris - East,0.058322520319956,5.8322520319956,15821
Glen Waverley - East,0.0462772437393902,4.62772437393902,20434
Glen Waverley - West,0.0493862680767496,4.93862680767496,18273
Glenroy,0.0462678550887823,4.62678550887823,20359
Gowanbrae,0.0318347303361273,3.18347303361273,2697
Greensborough,0.0393830833087855,3.93830833087855,19434
Greenvale - Bulla,0.0164029811936611,1.64029811936611,15591
Hadfield,0.0617747339170745,6.17747339170745,5308
Hallam,0.019560740335585,1.9560740335585,10012
Hampton,0.0462330651070756,4.62330651070756,16664
Hampton Park - Lynbrook,0.026313497574396,2.6313497574396,24037
Hastings - Somers,0.0478178831887185,4.78178831887185,19508
Hawthorn,0.0205989093843065,2.05989093843065,20695
Hawthorn East,0.0274498253026628,2.74498253026628,14093
Healesville - Yarra Glen,0.0621789571634049,6.21789571634049,12422
Heidelberg - Rosanna,0.0494163706791418,4.94163706791418,13691
Heidelberg West,0.0328485341769741,3.28485341769741,12586
Hillside,0.0214014938926355,2.14014938926355,19409
Hoppers Crossing - North,0.0218261820468771,2.18261820468771,18126
Hoppers Crossing - South,0.0275849440461547,2.75849440461547,18392
Hughesdale,0.0321406065105356,3.21406065105356,7122
Hurstbridge,0.0633071704660834,6.33071704660834,3211
Ivanhoe,0.0430312355841838,4.30312355841838,10866
Ivanhoe East - Eaglemont,0.0825929314844679,8.25929314844679,7366
Keilor,0.0575267440822686,5.75267440822686,8072
Keilor Downs,0.0284758545268949,2.84758545268949,12550
Keilor East,0.065875494196461,6.5875494196461,24649
Kensington (Vic.),0.0153718141909392,1.53718141909392,9921
Kew,0.0447052453733554,4.47052453733555,22563
Kew East,0.0442507598927576,4.42507598927576,6067
Keysborough,0.0299652541332945,2.99652541332945,25052
Kilsyth,0.0305282449415531,3.05282449415531,8259
Kinglake,0.0313301891887702,3.13301891887702,3474
Kings Park (Vic.),0.0301869906023655,3.01869906023655,12864
Kingsbury,0.0390318715567825,3.90318715567825,9491
Knoxfield - Scoresby,0.0368831321572435,3.68831321572435,14466
Koo Wee Rup,0.0455473556103866,4.55473556103867,6862
Lalor,0.0408850041553224,4.08850041553224,21560
Langwarrin,0.0329602777583662,3.29602777583662,22638
Laverton,0.0441163089192118,4.41163089192118,8180
Lilydale - Coldstream,0.0391714436433972,3.91714436433972,17625
Lynbrook - Lyndhurst,0.0176435569288527,1.76435569288527,14209
Lysterfield,0.0232089062549491,2.32089062549491,6339
Macedon,0.0962844599087898,9.62844599087898,3126
Malvern - Glen Iris,0.040674470845924,4.0674470845924,18589
Malvern East,0.0364159203177619,3.64159203177619,20248
Maribyrnong,0.0457685037077182,4.57685037077183,11315
Meadow Heights,0.022164257262246,2.2164257262246,14038
Melbourne,0.00434501315970834,0.434501315970834,32046
Melbourne Airport,0.395833333333333,39.5833333333333,32
Melton,0.0316443137117578,3.16443137117578,17442
Melton South,0.0255923299991776,2.55923299991776,21698
Melton West,0.0262051469687715,2.62051469687715,16484
Mentone,0.0396549079366464,3.96549079366464,12173
Mernda,0.0249494969729394,2.49494969729394,15574
Mickleham - Yuroke,0.0287250232534538,2.87250232534538,3116
Mill Park - North,0.0282044724691036,2.82044724691036,17035
Mill Park - South,0.0326959076440353,3.26959076440353,11321
Mitcham (Vic.),0.0355085979690537,3.55085979690537,15396
Monbulk - Silvan,0.0614666329634759,6.14666329634759,5368
Montmorency - Briar Hill,0.0617888958627737,6.17888958627737,15151
Montrose,0.0299016372938266,2.99016372938266,6123
Moonee Ponds,0.0313186050163569,3.13186050163569,13309
Moorabbin - Heatherton,0.0373602931155466,3.73602931155466,8136
Mooroolbark,0.0323137336596611,3.23137336596611,21015
Mordialloc - Parkdale,0.0403205303100629,4.03205303100628,18690
Mornington,0.0524147624210867,5.24147624210867,21789
Mount Dandenong - Olinda,0.0865600467928738,8.65600467928738,9007
Mount Eliza,0.0823432235953415,8.23432235953415,16680
Mount Evelyn,0.0285988595314675,2.85988595314675,9201
Mount Martha,0.0719757473670688,7.19757473670688,17256
Mount Waverley - North,0.049408833293618,4.9408833293618,14739
Mount Waverley - South,0.0485933957253783,4.85933957253783,17400
Mulgrave,0.0479733138621181,4.79733138621181,18106
Murrumbeena,0.0267527709890846,2.67527709890846,8796
Narre Warren - North East,0.0241399306969324,2.41399306969324,12946
Narre Warren - South West,0.0252403563988033,2.52403563988033,13122
Narre Warren North,0.0319131396295495,3.19131396295495,7173
Narre Warren South (East),0.0248814550535417,2.48814550535417,12662
Narre Warren South (West),0.0196385291882833,1.96385291882833,16012
Newport,0.0268372297046201,2.68372297046201,16647
Niddrie - Essendon West,0.043535704805879,4.3535704805879,6667
Noble Park - East,0.0508142945253911,5.08142945253911,11397
Noble Park - West,0.0501982333175557,5.01982333175557,17487
Noble Park North,0.0426414349011429,4.26414349011429,7035
North Melbourne,0.0141504633331347,1.41504633331347,17308
Northcote,0.0306971088934322,3.06971088934322,22767
Nunawading,0.0373417205326554,3.73417205326554,11041
Oakleigh - Huntingdale,0.0388086553802425,3.88086553802425,19960
Ormond - Glen Huntly,0.0315022870176202,3.15022870176202,12637
Pakenham - North,0.0295741121134289,2.95741121134289,17359
Pakenham - South,0.0277698800357637,2.77698800357637,26934
Panton Hill - St Andrews,0.0649907055205079,6.49907055205079,4696
Parkville,0.0227009422921098,2.27009422921098,4411
Pascoe Vale,0.0301002991885461,3.01002991885461,21751
Pascoe Vale South,0.0471129004935297,4.71129004935297,9272
Pearcedale - Tooradin,0.0355495738278913,3.55495738278913,7127
Plenty - Yarrambat,0.0247222336007017,2.47222336007017,8921
Point Cook - East,0.0249737080317203,2.49737080317203,11771
Point Cook - North,0.0217832273074462,2.17832273074462,22139
Point Cook - South,0.0180870791683342,1.80870791683342,13808
Point Nepean,0.0847420861499526,8.47420861499526,15010
Port Melbourne,0.0406975820061841,4.06975820061841,14651
Port Melbourne Industrial,0.75,75,5
Prahran - Windsor,0.0261000596886794,2.61000596886794,17210
Preston - East,0.0417025730016373,4.17025730016373,18124
Preston - West,0.0399177645026963,3.99177645026963,11524
Research - North Warrandyte,0.0666828126346227,6.66828126346227,6280
Reservoir - East,0.0393679041940215,3.93679041940215,24555
Reservoir - West,0.049770740110173,4.9770740110173,22456
Richmond (Vic.),0.0196827279897018,1.96827279897018,27532
Riddells Creek,0.0553149528883084,5.53149528883084,3775
Ringwood,0.0328275611120428,3.28275611120428,16085
Ringwood East,0.0323906238747061,3.23906238747061,19119
Ringwood North,0.0520573994122092,5.20573994122092,9001
Rockbank - Mount Cottrell,0.0164803823067858,1.64803823067858,1553
Romsey,0.0661448711038925,6.61448711038925,8617
Rosebud - McCrae,0.0710810246949198,7.10810246949198,18724
Rowville - Central,0.0280481438096569,2.80481438096569,14867
Rowville - North,0.0265067700381372,2.65067700381372,7801
Rowville - South,0.0296906356471106,2.96906356471106,10335
Roxburgh Park - Somerton,0.0126101073211388,1.26101073211388,20749
Sandringham - Black Rock,0.0635803988477801,6.35803988477801,15242
Seabrook,0.020815877969193,2.0815877969193,4768
Seaford (Vic.),0.0351548283562673,3.51548283562673,15137
Seddon - Kingsville,0.0268852954407504,2.68852954407504,8615
Skye - Sandhurst,0.0290762311482902,2.90762311482902,12678
Somerville,0.038090028664705,3.8090028664705,16793
South Melbourne,0.0215531823658054,2.15531823658054,10193
South Morang (North),0.0236452642527049,2.36452642527049,11664
South Morang (South),0.0387863300632268,3.87863300632268,11431
South Yarra - East,0.0155530485252276,1.55530485252276,18312
South Yarra - West,0.0157497281165646,1.57497281165646,4998
Southbank,0.00997090453483781,0.997090453483781,15976
Springvale,0.0662683324476273,6.62683324476273,20289
Springvale South,0.0455425636754619,4.55425636754619,12003
St Albans - North,0.0451949411867654,4.51949411867654,18511
St Albans - South,0.0490056064412508,4.90056064412508,15736
St Kilda,0.0130892058760911,1.30892058760911,21350
St Kilda East,0.010861019099029,1.0861019099029,14704
Strathmore,0.0592360853619018,5.92360853619018,8954
Sunbury,0.02943394144951,2.943394144951,11972
Sunbury - South,0.0342826997512061,3.42826997512061,25058
Sunshine,0.043950425797834,4.3950425797834,8565
Sunshine North,0.0483338632260969,4.83338632260969,10860
Sunshine West,0.0413716015852831,4.13716015852831,17509
Surrey Hills (East) - Mont Albert,0.0348571051912954,3.48571051912954,9336
Surrey Hills (West) - Canterbury,0.0506269453780177,5.06269453780177,15303
Sydenham,0.041907747692696,4.1907747692696,11089
Tarneit,0.0215430339135428,2.15430339135428,33045
Taylors Hill,0.0116033725983892,1.16033725983892,18558
Taylors Lakes,0.0205114863566935,2.05114863566935,16803
Templestowe,0.0595837150514177,5.95837150514177,15617
Templestowe Lower,0.0607125844664459,6.07125844664459,12795
The Basin,0.0302772944458254,3.02772944458254,4023
Thomastown,0.0366667537335845,3.66667537335845,19356
Thornbury,0.0284952053499516,2.84952053499516,17172
Toorak,0.0522867666433547,5.22867666433547,12043
Truganina,0.0284183702162713,2.84183702162713,21305
Tullamarine,0.021171012814415,2.1171012814415,5970
Upwey - Tecoma,0.0370227387991708,3.70227387991708,9130
Vermont,0.0413137579455414,4.13137579455414,10032
Vermont South,0.0586462363690427,5.86462363690427,11178
Viewbank - Yallambie,0.0438248309916269,4.38248309916269,17316
Wallan,0.0302474017518536,3.02474017518536,15028
Wandin - Seville,0.0437191264900123,4.37191264900123,7092
Wantirna,0.0442817847785387,4.42817847785387,13222
Wantirna South,0.0315617946074977,3.15617946074977,17069
Warrandyte - Wonga Park,0.0533930060841283,5.33930060841283,9501
Watsonia,0.0459178946623871,4.59178946623871,8692
Wattle Glen - Diamond Creek,0.0237590666718214,2.37590666718214,13101
Werribee - East,0.0399789831688662,3.99789831688662,18349
Werribee - South,0.0301400530519606,3.01400530519606,10215
Werribee - West,0.0289521876956826,2.89521876956826,11275
West Footscray - Tottenham,0.03030637790703,3.030637790703,10661
Wheelers Hill,0.0591785129538665,5.91785129538665,18747
Whittlesea,0.0386252179003474,3.86252179003474,7474
Williamstown,0.0460465828991726,4.60465828991726,14378
Wollert,0.0237762108128572,2.37762108128572,8628
Wyndham Vale,0.0251124609318667,2.51124609318667,21969
Yarra - North,0.0377481611923521,3.77481611923521,8014
Yarra Valley,0.0488932799126801,4.88932799126801,14872
Yarraville,0.0241264821692093,2.41264821692093,13926
