SA2;SAE;Population size
Craigieburn - West;0.0269795169672883;13084
Cranbourne;0.0369318181818182;17952
Cranbourne East;0.0277052631578947;23750
Cranbourne North;0.0323244355406357;18469
Cranbourne South;0.0441232894231999;7819
Cranbourne West;0.0269723045773375;13829
Croydon - East;0.030559646539028;13580
Croydon - West;0.0300782859497322;12135
Croydon Hills - Warranwood;0.0308968502043761;16636
Croydon South;0.034625085989452;4361
Dandenong;0.04688271722199;26321
Dandenong North;0.0443187407771766;20330
Deer Park - Derrimut;0.031207997311828;23808
Delahey;0.034197027489149;7603
Dingley Village;0.0362014690451207;9530
Docklands;0.0480970766685052;9065
Doncaster;0.0580148619957537;18840
Doncaster East (North);0.0331208324173811;13647
Doncaster East (South);0.0360332132226226;12766
Donvale - Park Orchards;0.0439431567328918;14496
Doreen;0.0335799948966573;19595
Doveton;0.0338779192141926;9977
Dromana;0.0296751353602666;9604
East Melbourne;0.0529578920175665;3871
Edithvale - Aspendale;0.0334383753501401;11424
Elsternwick;0.0399490845001469;10213
Eltham;0.0380804077010193;21192
Elwood;0.0475464797317891;13124
Emerald - Cockatoo;0.0383631713554987;16031
Endeavour Hills - North;0.0329278331656453;10933
Endeavour Hills - South;0.0327539031063898;12426
Epping - East;0.027042769179564;12018
Epping - South;0.0307221705013965;7519
Epping - West;0.0259830073108081;10122
Essendon - Aberfeldie;0.0354437558229027;24687
Fawkner;0.0243234536082474;12416
Ferntree Gully (North);0.03688;12500
Ferntree Gully (South) - Upper Ferntree Gully;0.039812820322365;13463
Fitzroy;0.0625151148730351;8270
Fitzroy North;0.0597043036067426;10619
Flemington;0.0371148459383754;8568
Flemington Racecourse;0.466666666666667;45
Flinders;0.0655848546315078;4437
Footscray;0.0636632200886263;13540
Forest Hill;0.0369723734209716;9737
Frankston;0.0444524200164069;19504
Frankston North;0.0460840496657116;16752
Frankston South;0.0337399114023909;16479
Gisborne;0.0337039910352556;11601
Gladstone Park - Westmeadows;0.0255997024731916;16133
Glen Iris - East;0.041814829448176;15186
Glen Waverley - East;0.0454312902895733;19546
Glen Waverley - West;0.0506380043683182;17398
Glenroy;0.0463695183321352;19474
Gowanbrae;0.0221637866265965;2662
Greensborough;0.0270041748137188;18923
Greenvale - Bulla;0.0230314960629921;15240
Hadfield;0.0279976829503765;5179
Hallam;0.0278574354772634;9764
Hampton;0.0415;16000
Hampton Park - Lynbrook;0.0392131431041937;23130
Hastings - Somers;0.0396334966972086;18772
Hawthorn;0.0491229848930346;19726
Hawthorn East;0.0416820634099475;13531
Healesville - Yarra Glen;0.0328630705394191;12050
Heidelberg - Rosanna;0.0371969696969697;13200
Heidelberg West;0.0388989615955167;12134
Hillside;0.0284488239033694;18876
Hoppers Crossing - North;0.0311753328023666;17578
Hoppers Crossing - South;0.0322146144348412;17818
Hughesdale;0.0413582934262081;6891
Hurstbridge;0.0390625;3200
Ivanhoe;0.0448076923076923;10400
Ivanhoe East - Eaglemont;0.0447338618346546;7064
Keilor;0.0286441756842775;7855
Keilor Downs;0.0350891609828252;12169
Keilor East;0.0366868381240545;23796
Kensington (Vic.);0.0409853249475891;9540
Kew;0.0570198024437058;21361
Kew East;0.0314708852238304;5942
Keysborough;0.0402790465908147;24082
Kilsyth;0.0222359481161211;8095
Kinglake;0.0426993132278292;3349
Kings Park (Vic.);0.0331518257527226;12488
Kingsbury;0.0704940221069253;8866
Knoxfield - Scoresby;0.03968994473552;13933
Koo Wee Rup;0.0524539877300614;6520
Lalor;0.0392071968056959;20787
Langwarrin;0.0367283385235391;21836
Laverton;0.0398587285570131;7928
Lilydale - Coldstream;0.0360333881965671;17012
Lynbrook - Lyndhurst;0.0219717096287786;13927
Lysterfield;0.0423158930621617;6097
Macedon;0.045135406218656;2991
Malvern - Glen Iris;0.041692350798543;17845
Malvern East;0.048575867426204;19310
Maribyrnong;0.046814404432133;10830
Meadow Heights;0.0409235550950936;13513
Melbourne;0.0611030286999074;30244
Melbourne Airport;0.566666666666667;60
Melton;0.0356740072416454;16847
Melton South;0.0299520577206057;21067
Melton West;0.0346339324857519;15967
Mentone;0.0420764559993158;11693
Mernda;0.029613960867266;15128
Mickleham - Yuroke;0.034570250555027;3153
Mill Park - North;0.0332646631119729;16504
Mill Park - South;0.0363419992676675;10924
Mitcham (Vic.);0.0325693606755127;14922
Monbulk - Silvan;0.0585683297180043;5071
Montmorency - Briar Hill;0.0309608056614045;14696
Montrose;0.0245655080213904;5984
Moonee Ponds;0.0451476130653266;12736
Moorabbin - Heatherton;0.0427875992826031;7806
Mooroolbark;0.0401602453138137;20219
Mordialloc - Parkdale;0.0345400199269346;18066
Mornington;0.0331436699857752;21090
Mount Dandenong - Olinda;0.0405031156242788;8666
Mount Eliza;0.034893089556864;16135
Mount Evelyn;0.0427765237020316;8860
Mount Martha;0.0365831681384033;16647
Mount Waverley - North;0.0410368696143523;14158
Mount Waverley - South;0.0472464640385194;16615
Mulgrave;0.0348531596388984;17502
Murrumbeena;0.0386114063053489;8469
Narre Warren - North East;0.0334477528538357;12527
Narre Warren - South West;0.0316037735849057;12720
Narre Warren North;0.0236097283458967;7031
Narre Warren South (East);0.0268385632044109;12333
Narre Warren South (West);0.0261103289389479;15626
Newport;0.0351324462131576;16082
Niddrie - Essendon West;0.0341999380996596;6462
Noble Park - East;0.0534428650544582;10834
Noble Park - West;0.0558507426639295;16562
Noble Park North;0.028892455858748;6853
North Melbourne;0.0531183449954366;16435
Northcote;0.0476650563607085;21735
Nunawading;0.0373954712017288;10643
Oakleigh - Huntingdale;0.0511148506520825;19016
Ormond - Glen Huntly;0.0375194560498075;12207
Pakenham - North;0.0361639911678701;16757
Pakenham - South;0.0344112451033105;26038
Panton Hill - St Andrews;0.0475133214920071;4504
Parkville;0.0670053217223028;4134
Pascoe Vale;0.0341860022822366;21032
Pascoe Vale South;0.033207042567417;8974
Pearcedale - Tooradin;0.0316957210776545;6941
Plenty - Yarrambat;0.0286404416839199;8694
Point Cook - East;0.0515933232169954;11203
Point Cook - North;0.028601940845986;21537
Point Cook - South;0.0236348818255909;13497
Point Nepean;0.0462117515856974;14347
Port Melbourne;0.0426273840022773;14052
Port Melbourne Industrial;2.66666666666667;3
Prahran - Windsor;0.0600159714970207;16279
Preston - East;0.0494499131441807;17270
Preston - West;0.0427566299837633;11086
Research - North Warrandyte;0.0441567065073041;6024
Reservoir - East;0.0372544878563886;23675
Reservoir - West;0.042735835924087;21551
Richmond (Vic.);0.0513954552386762;26228
Riddells Creek;0.0439681231107447;3639
Ringwood;0.0404784998383447;15465
Ringwood East;0.0373806423611111;18432
Ringwood North;0.0321142857142857;8750
Rockbank - Mount Cottrell;0.0207657365347177;1541
Romsey;0.0470816648464992;8241
Rosebud - McCrae;0.0372832530053737;18051
Rowville - Central;0.0417630159063836;14271
Rowville - North;0.0301069589330516;7573
Rowville - South;0.042010880515817;9926
Roxburgh Park - Somerton;0.0244396168658043;20254
Sandringham - Black Rock;0.040906917981288;14643
Seabrook;0.0264167021729868;4694
Seaford (Vic.);0.0365987139143522;14618
Seddon - Kingsville;0.0424761674912514;8287
Skye - Sandhurst;0.0482724417259051;12098
Somerville;0.0398786302557434;16149
South Melbourne;0.0483091787439614;9729
South Morang (North);0.0279221351184709;11353
South Morang (South);0.0462200256269449;10926
South Yarra - East;0.0477442964148894;17489
South Yarra - West;0.0376655629139073;4832
Southbank;0.0661862823592207;14988
Springvale;0.066166045265977;19043
Springvale South;0.0471080868882491;11463
St Albans - North;0.0470834275378702;17692
St Albans - South;0.0471754607758334;15029
St Kilda;0.044574780058651;20460
St Kilda East;0.0453575998862505;14066
Strathmore;0.0296688132474701;8696
Sunbury;0.0334655856477488;11594
Sunbury - South;0.0377272539031764;24147
Sunshine;0.0394863178108497;8332
Sunshine North;0.0498986584306534;10361
Sunshine West;0.0462907657388604;16742
Surrey Hills (East) - Mont Albert;0.0304568527918782;9062
Surrey Hills (West) - Canterbury;0.0459298749231085;14631
Sydenham;0.0499339248631301;10594
Tarneit;0.0286986024216391;32127
Taylors Hill;0.0220802819228016;18161
Taylors Lakes;0.0346291056710542;16258
Templestowe;0.0386405959031657;15036
Templestowe Lower;0.0418971688903352;12292
The Basin;0.0400723888314374;3868
Thomastown;0.0356856240971591;18691
Thornbury;0.0468531042466338;16413
Toorak;0.0582601054481547;11380
Truganina;0.0389604056953384;20508
Tullamarine;0.0284042003787227;5809
Upwey - Tecoma;0.0359288223960104;8823
Vermont;0.0288175571736232;9751
Vermont South;0.0429516444610081;10733
Viewbank - Yallambie;0.0355050806933652;16730
Wallan;0.0387061100359414;14468
Wandin - Seville;0.0327987285074411;6921
Wantirna;0.0404469625432798;12708
Wantirna South;0.0435234427532245;16359
Warrandyte - Wonga Park;0.0480970766685052;9065
Watsonia;0.0304317055909413;8478
Wattle Glen - Diamond Creek;0.0363895261450835;12641
Werribee - East;0.040106497479182;17653
Werribee - South;0.0257980325235896;9962
Werribee - West;0.0375034470079971;10879
West Footscray - Tottenham;0.0476611635220126;10176
Wheelers Hill;0.0342031224140784;18127
Whittlesea;0.0337482710926694;7230
Williamstown;0.0320034443168772;13936
Wollert;0.0375180375180375;8316
Wyndham Vale;0.0302959245884725;21323
Yarra - North;0.0614569536423841;7550
Yarra Valley;0.0435148202648728;14271
Yarraville;0.0438885560215698;13352
