V1;V2;V3;V4;V5
0;22456;0;22456;0
0;27532;0;27532;0
0;3775;0;3775;0
0;16085;0;16085;0
0;19119;0;19119;0
0;9001;0;9001;0
0;1553;0;1553;0
0;8617;0;8617;0
0;18724;0;18724;0
0;14867;0;14867;0
0;7801;0;7801;0
0;10335;0;10335;0
0;20749;0;20749;0
0;15242;0;15242;0
0;4768;0;4768;0
0;15137;0;15137;0
0;8615;0;8615;0
0;12678;0;12678;0
0;16793;0;16793;0
0;10193;0;10193;0
0;11664;0;11664;0
0;11431;0;11431;0
0;18312;0;18312;0
0;4998;0;4998;0
0;15976;0;15976;0
0;20289;0;20289;0
0;12003;0;12003;0
0;18511;0;18511;0
0;15736;0;15736;0
0;21350;0;21350;0
0;14704;0;14704;0
0;8954;0;8954;0
0;11972;0;11972;0
0;25058;0;25058;0
0;8565;0;8565;0
0;10860;0;10860;0
0;17509;0;17509;0
0;9336;0;9336;0
0;15303;0;15303;0
0;11089;0;11089;0
0;33045;0;33045;0
0;18558;0;18558;0
0;16803;0;16803;0
0;15617;0;15617;0
0;12795;0;12795;0
0;4023;0;4023;0
0;19356;0;19356;0
0;17172;0;17172;0
0;12043;0;12043;0
0;21305;0;21305;0
0;5970;0;5970;0
0;9130;0;9130;0
0;10032;0;10032;0
0;11178;0;11178;0
0;17316;0;17316;0
0;15028;0;15028;0
0;7092;0;7092;0
0;13222;0;13222;0
0;17069;0;17069;0
0;9501;0;9501;0
0;8692;0;8692;0
0;13101;0;13101;0
0;18349;0;18349;0
0;10215;0;10215;0
0;11275;0;11275;0
0;10661;0;10661;0
0;18747;0;18747;0
0;7474;0;7474;0
0;14378;0;14378;0
0;8628;0;8628;0
0;21969;0;21969;0
0;8014;0;8014;0
0;14872;0;14872;0
0;13926;0;13926;0
