SA2;SAE;Population size
Dandenong;0.160373438541807;27516.375026745
Dandenong North;0.200053292254211;21204.502671681
Deer Park - Derrimut;0.157397713664604;24546.739641453
Delahey;0.197517701176766;7814.567749716
Dingley Village;0.26205152851681;9804.76853867
Docklands;0.0924057892961211;9457.921874595
Doncaster;0.206332413228409;19919.254275465
Doncaster East (North);0.227139583558988;14116.34150691
Doncaster East (South);0.247635496712846;13221.574185516
Donvale - Park Orchards;0.248570280623809;15130.152150996
Doreen;0.160630329854038;20237.521280196
Doveton;0.157636003679256;10329.59886076
Dromana;0.21877948530834;9848.952725486
East Melbourne;0.154946646178482;4076.821102048
Edithvale - Aspendale;0.209999667352837;11753.155748752
Elsternwick;0.176998002130848;10584.06763086
Eltham;0.24239458635145;21992.275631667
Elwood;0.127194836570637;13718.71530064
Emerald - Cockatoo;0.231819953119689;16636.752664266
Endeavour Hills - North;0.196488612744892;11273.064512272
Endeavour Hills - South;0.207501599460016;12846.448740173
Epping - East;0.194361572877969;12331.126654299
Epping - South;0.209279031874421;7737.913844
Epping - West;0.145598840371114;10357.662302853
Essendon - Aberfeldie;0.163644813700586;25571.3007337
Fawkner;0.179495728564253;12716.152379832
Ferntree Gully (North);0.188207410252451;12960.865422132
Ferntree Gully (South) - Upper Ferntree Gully;0.208826272831683;13962.662561124
Fitzroy;0.125744073425924;8787.203605281
Fitzroy North;0.142448058475727;11262.676027995
Flemington;0.139755456296561;8881.60582857
Flemington Racecourse;0.685185179394147;49.552941256
Flinders;0.315780206804723;4702.590196688
Footscray;0.121183211999519;14397.59306001
Forest Hill;0.213036481289947;10112.743270998
Frankston;0.201518678953517;20378.221254677
Frankston North;0.18617767517482;17546.710105132
Frankston South;0.230639831099653;17031.256882415
Gisborne;0.233542991485186;11985.4556658
Gladstone Park - Westmeadows;0.195160952420845;16448.667018624
Glen Iris - East;0.235957713964394;15841.352862166
Glen Waverley - East;0.244080177584638;20453.38236419
Glen Waverley - West;0.238571322395037;18271.100667834
Glenroy;0.183426145261689;20354.395466047
Gowanbrae;0.23618989913097;2681.189999907
Greensborough;0.211847930081777;19431.150470316
Greenvale - Bulla;0.177785134597831;15589.086376251
Hadfield;0.172687857844172;5308.00002654
Hallam;0.196616133860086;9994.322382284
Hampton;0.225987791101687;16680.0611798
Hampton Park - Lynbrook;0.171395757853576;24030.409895895
Hastings - Somers;0.228253151330075;19529.263154268
Hawthorn;0.133879659386537;20689.595480055
Hawthorn East;0.158090687773409;14074.413771089
Healesville - Yarra Glen;0.213603884555979;12434.691234428
Heidelberg - Rosanna;0.210146969332423;13677.096830573
Heidelberg West;0.191478822117085;12577.995341758
Hillside;0.160890200279341;19414.761115243
Hoppers Crossing - North;0.18200024459475;18114.68593206
Hoppers Crossing - South;0.196062584640826;18391.055681152
Hughesdale;0.190856092873935;7148.384738082
Hurstbridge;0.26196595134048;3184.947249666
Ivanhoe;0.229582729180728;10864.090995924
Ivanhoe East - Eaglemont;0.26232392511696;7354.511610734
Keilor;0.247459489282233;8053.018223824
Keilor Downs;0.209325165966894;12582.36257205
Keilor East;0.232697010876754;24672.566785655
Kensington (Vic.);0.130045044254112;9943.939822329
Kew;0.208976685848642;22556.613001338
Kew East;0.253310843470302;6044.63315512
Keysborough;0.198871554532549;25028.860945668
Kilsyth;0.216760762264446;8234.708810898
Kinglake;0.231437100021148;3470.386880196
Kings Park (Vic.);0.191582370180783;12852.843027072
Kingsbury;0.232809183161529;9497.701576118
Knoxfield - Scoresby;0.216091400625289;14476.54723293
Koo Wee Rup;0.214793970714002;6878.515029294
Lalor;0.189411381396191;21569.45274484
Langwarrin;0.206267168079526;22617.102228336
Laverton;0.162953774859178;8195.61944824
Lilydale - Coldstream;0.193348067695813;17652.302253
Lynbrook - Lyndhurst;0.156196750037499;14188.4708368
Lysterfield;0.230358622639412;6361.150900176
Macedon;0.250618484661228;3128.772915174
Malvern - Glen Iris;0.179176880320205;18566.739932746
Malvern East;0.204279231760761;20224.255919576
Maribyrnong;0.166158883110544;11332.5914305
Meadow Heights;0.164358358670571;14038.000028076
Melbourne;0.0668107309424979;32062.31269584
Melbourne Airport;1.12356321841815;30.260869536
Melton;0.170047251665153;17443.845415926
Melton South;0.146533370722359;21643.377628384
Melton West;0.161219231837435;16510.29923296
Mentone;0.19751843287156;12188.961456714
Mernda;0.151072759305356;15563.591490876
Mickleham - Yuroke;0.174821919111753;3135.314064832
Mill Park - North;0.200110972862065;17011.09992907
Mill Park - South;0.198510378229273;11306.716679214
Mitcham (Vic.);0.19585516444623;15412.208323752
Monbulk - Silvan;0.248164000851068;5356.572666016
Montmorency - Briar Hill;0.224682272716736;15118.052832363
Montrose;0.250086705196221;6149.10130809
Moonee Ponds;0.186143953131268;13294.05865115
Moorabbin - Heatherton;0.225147599470126;8126.75347668
Mooroolbark;0.206044437689576;20996.897573925
Mordialloc - Parkdale;0.200349041549;18703.14013533
Mornington;0.234146200644199;21824.42041629
Mount Dandenong - Olinda;0.258887154112322;9007.927684972
Mount Eliza;0.280884401851319;16680
Mount Evelyn;0.205249818142918;9201.000018402
Mount Martha;0.248255712742073;17242.974498216
Mount Waverley - North;0.228402360523332;14739.964844418
Mount Waverley - South;0.214707346669856;17449.3454952
Mulgrave;0.212254182598011;18107.869480712
Murrumbeena;0.161035307611558;8793.14692944
Narre Warren - North East;0.179783514793369;12924.758047848
Narre Warren - South West;0.180597670884971;13122.000039366
Narre Warren North;0.235664937893092;7173.000014346
Narre Warren South (East);0.189190459835217;12650.422487638
Narre Warren South (West);0.154925406102876;16035.852900268
Newport;0.17619381298411;16651.736304558
Niddrie - Essendon West;0.204680744711017;6686.26602992
Noble Park - East;0.168212359030854;11413.509409275
Noble Park - West;0.193586063640741;17484.184523052
Noble Park North;0.19018671770015;7041.57661347
North Melbourne;0.101154190743132;17322.259732348
Northcote;0.159058064537781;22765.154028873
Nunawading;0.213621128629655;11040.070612784
Oakleigh - Huntingdale;0.188659820140644;19933.75032456
Ormond - Glen Huntly;0.169349744386808;12661.627946012
Pakenham - North;0.170917918874416;17401.921637733
Pakenham - South;0.174997879003945;26904.745420428
Panton Hill - St Andrews;0.287853691700605;4696.911488904
Parkville;0.434440349417293;4405.641786271
Pascoe Vale;0.153395768595631;21763.059602689
Pascoe Vale South;0.213319094490443;9264.54966984
Pearcedale - Tooradin;0.217628625664252;7130.68223582
Plenty - Yarrambat;0.231818775527364;8922.905534521
Point Cook - East;0.179324362029099;11784.509953372
Point Cook - North;0.154795705348432;22127.537599167
Point Cook - South;0.128028094282319;13797.475570016
Point Nepean;0.221620100560006;15005.61619441
Port Melbourne;0.172036504870307;14650.093278912
0;0;0
Prahran - Windsor;0.103083613915495;17208.25452738
Preston - East;0.161537833170666;18101.375593312
Preston - West;0.184184616307101;11522.109130556
Research - North Warrandyte;0.266262521641506;6290.30429936
Reservoir - East;0.169758609517955;24562.2555114
Reservoir - West;0.182443064257401;22473.750390112
Richmond (Vic.);0.0985254550752786;27523.876325484
Riddells Creek;0.259391103734742;3742.9605633
Ringwood;0.183684801158343;16106.57924996
Ringwood East;0.201385356695859;19116.169374693
Ringwood North;0.252925688398215;9000.054669975
Rockbank - Mount Cottrell;0.41123563391881;1545.344728768
Romsey;0.253052484515064;8595.823455373
Rosebud - McCrae;0.213620720379089;18706.119965576
Rowville - Central;0.217571571477068;14853.326478159
Rowville - North;0.189831909628201;7762.989128236
Rowville - South;0.236493748075061;10295.900431635
Roxburgh Park - Somerton;0.159952430621758;20752.805076114
Sandringham - Black Rock;0.26158287031937;15229.997031694
Seabrook;0.216881780772001;4758.691142752
Seaford (Vic.);0.181302524261878;15112.173185683
Seddon - Kingsville;0.155921476303685;8617.797988315
Skye - Sandhurst;0.181027379988807;12691.571837034
Somerville;0.217536042751719;16780.000840974
South Melbourne;0.157653330762183;10214.18390804
South Morang (North);0.172378476104282;11660.1284268
South Morang (South);0.212248183767995;11422.428201737
South Yarra - East;0.0867817591981411;18319.950923904
South Yarra - West;0.179811670679418;4962.750875292
Southbank;0.0685896822964156;15957.174456736
Springvale;0.199460097245255;20251.729735959
Springvale South;0.19418636786379;11997.304984602
St Albans - North;0.193234959046026;18527.584449164
St Albans - South;0.207788089607852;15748.794359368
St Kilda;0.0946993035655575;21362.25991725
St Kilda East;0.108332225256275;14735.346075424
Strathmore;0.236927802648158;8933.110470218
Sunbury;0.197416443705332;11952.217814388
Sunbury - South;0.190732964206087;25070.222064558
Sunshine;0.173322207769297;8557.988151405
Sunshine North;0.210990775113457;10857.21513762
Sunshine West;0.192621425535239;17524.070381498
Surrey Hills (East) - Mont Albert;0.224528983666506;9352.863822192
Surrey Hills (West) - Canterbury;0.24305468147504;15317.06529336
Sydenham;0.198841497566976;11052.984768774
Tarneit;0.109430279241766;33030.7516569
Taylors Hill;0.150395475883106;18574.411841532
Taylors Lakes;0.20717153286348;16760.355263028
Templestowe;0.253897048385538;15620.758559007
Templestowe Lower;0.256787815341318;12794.058607875
The Basin;0.242325675643061;3993.800040135
Thomastown;0.1912672887351;19361.717936604
Thornbury;0.156341223538057;17161.769781
Toorak;0.182018300981183;12059.616064304
Truganina;0.133717247020936;21291.34826732
Tullamarine;0.177980074399262;5942.28411978
Upwey - Tecoma;0.211789096468248;9138.55050064
Vermont;0.22949941421589;10007.993113008
Vermont South;0.27938013556352;11222.022954546
Viewbank - Yallambie;0.222410842616646;17333.029368252
Wallan;0.182016818164576;15025.220090504
Wandin - Seville;0.201458256382937;7075.198725768
Wantirna;0.227367520621124;13201.107600472
Wantirna South;0.228781426417247;17034.493958222
Warrandyte - Wonga Park;0.26195746671778;9508.565275761
Watsonia;0.198427601320135;8708.214613088
Wattle Glen - Diamond Creek;0.203936125540195;13063.713361809
Werribee - East;0.194484388677979;18376.71469658
Werribee - South;0.204161690598983;10209.59236287
Werribee - West;0.184336687844625;11274.04552615
West Footscray - Tottenham;0.139674105508713;10652.625283433
Wheelers Hill;0.268465344362823;18758.389477392
Whittlesea;0.213760839497205;7475.838873064
Williamstown;0.22427646248707;14398.466910464
Wollert;0.136586156156763;8603.239702092
Wyndham Vale;0.14329209816438;21960.504631638
Yarra - North;0.191687236672692;8008.681564998
Yarra Valley;0.199979233407834;14855.432606872
Yarraville;0.177027771748143;13929.763445796
