SA2;FT statistic;FT p-value;FT degrees of freedom
Keilor;2.01159530831358e-29;1;nan
Keilor Downs;0;1;nan
Keilor East;0;1;nan
Kensington (Vic.);0;1;nan
Kew;7.88860905221012e-31;1;nan
Kew East;0;1;nan
Keysborough;0;1;nan
Kilsyth;1.19117996688373e-28;1;nan
Kinglake;3.15544362088405e-30;1;nan
Kings Park (Vic.);0;1;nan
Kingsbury;0;1;nan
Knoxfield - Scoresby;5.12759588393658e-29;1;nan
Koo Wee Rup;2.56379794196829e-29;1;nan
Lalor;3.15544362088405e-30;1;nan
Langwarrin;0;1;nan
Laverton;5.04870979341448e-29;1;nan
Lilydale - Coldstream;0;1;nan
Lynbrook - Lyndhurst;0;1;nan
Lysterfield;1.26217744835362e-29;1;nan
Macedon;0;1;nan
Malvern - Glen Iris;3.94430452610506e-31;1;nan
Malvern East;3.15544362088405e-30;1;nan
Maribyrnong;0;1;nan
Meadow Heights;0;1;nan
Melbourne;0;1;nan
Melbourne Airport;0;1;nan
Melton;5.91645678915759e-30;1;nan
Melton South;3.15544362088405e-30;1;nan
Melton West;5.20648197445868e-29;1;nan
Mentone;3.15544362088405e-30;1;nan
Mernda;5.67979851759128e-29;1;nan
Mickleham - Yuroke;0;1;nan
Mill Park - North;1.77493703674728e-30;1;nan
Mill Park - South;0;1;nan
Mitcham (Vic.);6.31088724176809e-30;1;nan
Monbulk - Silvan;0;1;nan
Montmorency - Briar Hill;6.6264316038565e-29;1;nan
Montrose;0;1;nan
Moonee Ponds;0;1;nan
Moorabbin - Heatherton;0;1;nan
Mooroolbark;0;1;nan
Mordialloc - Parkdale;6.31088724176809e-30;1;nan
Mornington;2.52435489670724e-29;1;nan
Mount Dandenong - Olinda;3.15544362088405e-30;1;nan
Mount Eliza;1.26217744835362e-29;1;nan
Mount Evelyn;7.88860905221012e-31;1;nan
Mount Martha;0;1;nan
Mount Waverley - North;1.26217744835362e-29;1;nan
Mount Waverley - South;5.16703892919763e-29;1;nan
Mulgrave;2.83989925879564e-29;1;nan
Murrumbeena;0;1;nan
Narre Warren - North East;0;1;nan
Narre Warren - South West;5.04870979341448e-29;1;nan
Narre Warren North;0;1;nan
Narre Warren South (East);0;1;nan
Narre Warren South (West);6.3897733322902e-29;1;nan
Newport;7.49417859959961e-30;1;nan
Niddrie - Essendon West;0;1;nan
Noble Park - East;0;1;nan
Noble Park - West;1.73549399148623e-29;1;nan
Noble Park North;0;1;nan
North Melbourne;0;1;nan
Northcote;2.56379794196829e-30;1;nan
Nunawading;0;1;nan
Oakleigh - Huntingdale;0;1;nan
Ormond - Glen Huntly;0;1;nan
Pakenham - North;0;1;nan
Pakenham - South;3.15544362088405e-30;1;nan
Panton Hill - St Andrews;0;1;nan
Parkville;1.97215226305253e-31;1;nan
Pascoe Vale;0;1;nan
Pascoe Vale South;1.57772181044202e-30;1;nan
Pearcedale - Tooradin;2.36658271566304e-30;1;nan
Plenty - Yarrambat;6.31088724176809e-30;1;nan
Point Cook - East;0;1;nan
Point Cook - North;0;1;nan
Point Cook - South;0;1;nan
Point Nepean;7.88860905221012e-31;1;nan
Port Melbourne;7.88860905221012e-31;1;nan
Port Melbourne Industrial;0;1;nan
Prahran - Windsor;2.01948391736579e-28;1;nan
Preston - East;0;1;nan
Preston - West;0;1;nan
Research - North Warrandyte;0;1;nan
Reservoir - East;5.52202633654708e-29;1;nan
Reservoir - West;4.93038065763132e-30;1;nan
Richmond (Vic.);2.65846125059481e-28;1;nan
Riddells Creek;7.88860905221012e-31;1;nan
Ringwood;5.32481111024183e-30;1;nan
Ringwood East;0;1;nan
Ringwood North;3.94430452610506e-30;1;nan
Rockbank - Mount Cottrell;0;1;nan
Romsey;3.94430452610506e-30;1;nan
Rosebud - McCrae;5.04870979341448e-29;1;nan
Rowville - Central;7.88860905221012e-30;1;nan
Rowville - North;1.57772181044202e-30;1;nan
Rowville - South;1.65660790096412e-29;1;nan
Roxburgh Park - Somerton;6.35033028702915e-29;1;nan
Sandringham - Black Rock;0;1;nan
Seabrook;1.26217744835362e-29;1;nan
Seaford (Vic.);3.15544362088405e-30;1;nan
Seddon - Kingsville;0;1;nan
Skye - Sandhurst;0;1;nan
Somerville;0;1;nan
South Melbourne;4.57539325028187e-28;1;nan
South Morang (North);5.04870979341448e-29;1;nan
South Morang (South);5.04870979341448e-29;1;nan
South Yarra - East;0;1;nan
South Yarra - West;1.26217744835362e-29;1;nan
Southbank;0;1;nan
Springvale;0;1;nan
Springvale South;1.57772181044202e-30;1;nan
St Albans - North;0;1;nan
St Albans - South;6.31088724176809e-29;1;nan
St Kilda;1.30162049361467e-28;1;nan
St Kilda East;0;1;nan
Strathmore;0;1;nan
Sunbury;0;1;nan
Sunbury - South;0;1;nan
Sunshine;0;1;nan
Sunshine North;0;1;nan
Sunshine West;5.71924156285234e-30;1;nan
Surrey Hills (East) - Mont Albert;5.36425415550288e-29;1;nan
Surrey Hills (West) - Canterbury;7.88860905221012e-31;1;nan
Sydenham;0;1;nan
Tarneit;0;1;nan
Taylors Hill;9.66354608895739e-30;1;nan
Taylors Lakes;0;1;nan
Templestowe;1.04326854715479e-28;1;nan
Templestowe Lower;7.88860905221012e-29;1;nan
The Basin;0;1;nan
Thomastown;2.48491185144619e-29;1;nan
Thornbury;0;1;nan
Toorak;0;1;nan
Truganina;0;1;nan
Tullamarine;1.57772181044202e-29;1;nan
Upwey - Tecoma;5.24592501971973e-29;1;nan
Vermont;1.30162049361467e-29;1;nan
Vermont South;0;1;nan
Viewbank - Yallambie;5.62063394969971e-29;1;nan
Wallan;4.73316543132607e-30;1;nan
Wandin - Seville;0;1;nan
Wantirna;0;1;nan
Wantirna South;3.74708929979981e-30;1;nan
Warrandyte - Wonga Park;3.15544362088405e-30;1;nan
Watsonia;0;1;nan
Wattle Glen - Diamond Creek;0;1;nan
Werribee - East;5.04870979341448e-29;1;nan
Werribee - South;0;1;nan
Werribee - West;0;1;nan
West Footscray - Tottenham;0;1;nan
Wheelers Hill;0;1;nan
Whittlesea;3.94430452610506e-30;1;nan
Williamstown;2.36658271566304e-30;1;nan
Wollert;6.31088724176809e-30;1;nan
Wyndham Vale;0;1;nan
Yarra - North;0;1;nan
Yarra Valley;5.91645678915759e-31;1;nan
Yarraville;1.26217744835362e-29;1;nan
