SA2;SAE;Population size
Wattle Glen - Diamond Creek;0.0311688311688312;12705
Werribee - East;0.0380155003677095;17677
Werribee - South;0.0245737211634905;9970
Werribee - West;0.0351634226955564;10892
West Footscray - Tottenham;0.0286568892319568;10364
Wheelers Hill;0.0329494738002094;18149
Whittlesea;0.0311810154525386;7248
Williamstown;0.0229083665338645;14056
Wollert;0.0329223033640608;8353
Wyndham Vale;0.0299095213538981;21331
Yarra - North;0.016618038817709;7883
Yarra Valley;0.0401454748915932;14298
Yarraville;0.0275215819375784;13553
